word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
old,new,0.05,2.0,0.05,0.01,0.19,0.08,1.0,0.08,0.15,0.15,0.5,0.05,0.27,1.13,0.05
smart,intelligent,4.5,5.0,0.95,0.95,0.83,1.0,0.9,1.0,1.0,0.87,0.95,0.95,1.0,4.0,0.95
hard,difficult,4.5,4.0,0.85,0.8,0.7,0.95,0.9,0.96,0.85,0.78,0.9,0.95,0.82,3.0,0.95
happy,cheerful,4.0,4.0,0.85,0.8,0.84,0.95,0.8,0.75,0.7,0.85,0.85,0.8,0.9,3.0,0.85
hard,easy,1.0,1.0,0.15,0.03,0.26,0.08,0.1,0.23,0.25,0.23,0.2,0.1,0.37,1.0,0.1
fast,rapid,4.5,5.0,0.95,0.9,0.84,0.95,0.95,0.95,0.95,0.9,0.9,0.95,0.86,4.0,0.9
happy,glad,3.75,4.0,0.8,0.7,0.85,0.85,0.7,0.83,0.7,0.78,0.8,0.7,0.76,3.0,0.75
short,long,4.25,4.0,0.75,0.85,0.75,0.9,0.9,0.73,0.7,0.31,0.85,0.1,0.77,3.0,0.9
stupid,dumb,4.5,4.0,0.85,0.9,0.84,0.95,0.85,0.91,0.95,0.95,0.9,0.9,0.95,3.5,0.95
weird,strange,4.75,5.0,0.95,0.9,0.83,0.95,0.95,0.91,0.9,0.92,0.9,0.9,0.93,4.5,0.95
wide,narrow,4.0,3.0,0.75,0.6,0.59,0.95,0.8,0.74,0.7,0.62,0.8,0.85,0.78,2.0,0.85
bad,awful,4.5,4.0,0.85,0.85,0.72,0.9,0.8,0.85,0.85,0.76,0.85,0.85,0.88,4.0,0.85
easy,difficult,4.5,2.0,0.25,0.6,0.61,0.9,0.2,0.59,0.85,0.5,0.75,0.6,0.79,3.0,0.1
bad,terrible,4.75,4.0,0.9,0.9,0.78,0.85,0.85,0.88,0.9,0.82,0.85,0.85,0.86,4.5,0.85
hard,simple,2.5,2.0,0.35,0.4,0.48,0.7,0.5,0.49,0.4,0.45,0.5,0.35,0.53,2.0,0.5
smart,dumb,0.25,1.0,0.6,0.7,0.72,0.08,0.75,0.52,0.2,0.72,0.75,0.35,0.75,1.5,0.25
insane,crazy,4.5,5.0,0.95,0.9,0.8,0.95,0.9,0.92,0.9,0.92,0.9,0.95,0.91,4.5,0.95
happy,mad,1.75,1.0,0.75,0.6,0.81,0.85,0.6,0.71,0.35,0.69,0.75,0.7,0.72,2.0,0.6
large,huge,4.5,5.0,0.9,0.95,0.86,0.9,0.9,0.87,0.85,0.8,0.9,0.9,0.94,4.0,0.9
