word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
old,new,0.1,0.1,1.0,0.2,0.1,2.0,0.1,0.2,0.1,0.2,0.1,0.1,0.1,3.0,1.0
smart,intelligent,0.9,0.9,1.0,0.9,0.9,9.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,9.0,0.9
hard,difficult,0.3,0.8,0.5,0.7,0.8,7.0,0.8,0.7,0.2,0.9,0.2,0.4,0.9,6.0,0.8
happy,cheerful,0.8,0.7,0.2,0.6,0.7,8.0,0.8,0.8,0.9,0.8,0.9,0.8,0.7,6.0,0.7
hard,easy,0.1,0.1,0.2,0.1,0.1,3.0,0.1,0.4,0.1,0.1,0.1,0.2,0.1,2.0,0.1
fast,rapid,0.9,0.9,1.0,0.9,0.9,9.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,9.0,0.9
happy,glad,0.7,0.7,0.5,0.7,0.8,8.0,0.7,0.7,0.8,0.8,0.8,0.7,0.7,7.0,0.7
short,long,0.2,0.5,0.3,0.2,0.1,5.0,0.8,0.5,0.1,0.7,0.2,0.2,0.6,5.0,0.2
stupid,dumb,0.8,0.7,0.8,0.8,0.9,8.0,0.8,0.8,0.8,0.9,0.9,0.9,0.9,8.0,0.8
weird,strange,0.9,0.9,1.0,0.9,0.9,9.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,9.0,0.9
wide,narrow,0.7,0.8,0.6,0.8,0.8,7.0,0.8,0.8,0.9,0.8,0.8,0.7,0.9,6.0,0.8
bad,awful,0.6,0.9,0.5,0.9,0.8,7.0,0.8,0.7,0.9,0.8,0.8,0.8,0.7,7.0,0.7
easy,difficult,0.1,0.4,0.2,0.1,0.5,7.0,0.1,0.4,0.1,0.3,0.4,0.3,0.7,6.0,0.1
bad,terrible,0.7,0.8,0.6,0.8,0.6,7.0,0.7,0.7,0.9,0.7,0.6,0.7,0.7,7.0,0.7
hard,simple,0.4,0.4,0.2,0.1,0.4,3.0,0.2,0.5,0.1,0.5,0.2,0.2,0.3,4.0,0.2
smart,dumb,0.7,0.1,0.4,0.7,0.8,6.0,0.2,0.7,0.1,0.8,0.1,0.7,0.1,4.0,0.7
insane,crazy,0.8,0.9,0.9,0.9,0.9,8.0,0.9,0.9,0.9,0.9,0.9,0.8,0.9,9.0,0.9
happy,mad,0.5,0.7,0.5,0.5,0.7,7.0,0.7,0.6,0.9,0.6,0.1,0.6,0.5,6.0,0.7
large,huge,0.8,0.8,0.7,0.8,0.8,9.0,0.8,0.8,0.9,0.8,0.8,0.8,0.7,8.0,0.9
hard,tough,0.7,0.8,0.7,0.8,0.8,8.0,0.8,0.7,0.8,0.7,0.6,0.7,0.8,8.0,0.8
new,fresh,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,8.5,8.0,8.0,8.0,8.0,7.5
sharp,dull,1.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0
quick,rapid,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0
dumb,foolish,7.0,4.0,5.0,5.0,6.0,3.0,5.0,6.0,7.0,4.0,6.0,4.0,6.0,4.0,4.0
wonderful,terrific,9.0,9.0,9.0,9.0,8.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.5
strange,odd,8.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,8.0,7.5,7.0,7.0,8.0,8.0,6.5
happy,angry,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0
narrow,broad,6.0,6.0,5.0,4.0,6.0,2.0,4.0,5.0,3.0,7.0,6.0,7.0,3.0,6.0,3.0
simple,easy,7.0,7.0,8.0,6.0,8.0,7.0,6.0,9.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0
old,fresh,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
apparent,obvious,9.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0
