word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
happy,cheerful,8.75,9.2,7.76,5.26,9.5,9.6,8.66,8.5,9.15,8.57,8.9,8.2,9.8,8.9,8.89
hard,easy,4.1,1.73,0.81,3.0,1.67,3.5,4.52,1.14,1.98,2.14,5.65,3.2,6.0,2.33,5.0
fast,rapid,9.5,9.6,9.34,9.75,9.8,8.5,9.68,9.21,8.9,9.29,9.5,9.8,9.7,8.2,9.17
happy,glad,8.5,8.6,8.47,7.5,9.4,8.8,7.9,8.09,8.0,8.57,7.8,7.6,9.7,8.5,8.89
short,long,7.25,7.5,0.71,5.5,9.6,5.5,6.42,7.8,7.34,8.57,8.2,8.8,9.2,7.5,6.33
stupid,dumb,9.0,8.9,8.66,9.75,9.2,9.0,8.79,9.21,9.4,8.1,7.0,9.7,8.5,9.5,8.67
weird,strange,9.0,9.7,9.15,9.5,9.8,9.2,9.24,8.62,9.85,9.29,9.3,9.8,9.9,9.3,9.68
wide,narrow,8.5,6.1,5.56,8.75,9.2,6.0,7.1,7.05,3.65,8.57,7.0,8.7,7.5,8.5,8.44
bad,awful,7.5,8.8,8.76,8.75,8.8,8.8,8.19,8.9,8.4,7.14,8.0,8.8,8.8,8.8,8.89
easy,difficult,4.25,1.86,0.63,3.25,4.7,3.2,3.5,1.75,2.18,2.86,4.0,2.5,6.5,2.5,3.56
bad,terrible,8.0,9.0,9.06,7.75,8.6,8.8,8.58,9.17,8.75,7.14,8.5,8.5,9.0,8.9,6.78
hard,simple,4.5,3.65,2.81,3.0,2.6,3.8,4.91,1.25,1.84,4.29,5.5,3.5,7.5,3.67,3.78
smart,dumb,6.0,6.78,6.98,9.75,7.5,9.4,5.12,8.65,7.88,4.29,4.5,3.2,7.8,7.0,7.0
insane,crazy,9.25,9.4,8.64,9.5,9.7,9.6,8.46,9.15,9.5,8.57,8.5,9.6,9.7,9.5,9.67
happy,mad,6.75,6.1,6.67,6.25,9.0,8.7,5.82,7.05,7.82,7.14,7.8,6.8,8.0,7.7,5.56
large,huge,8.75,9.7,9.85,9.0,9.6,8.3,9.07,9.32,8.9,9.29,9.0,9.0,9.5,8.7,9.44
hard,tough,8.5,7.8,9.15,8.75,9.1,8.0,8.85,9.02,8.8,8.57,8.5,8.5,9.2,8.0,8.0
new,fresh,8.0,8.7,8.73,9.5,8.2,8.4,8.28,8.81,6.5,9.29,7.5,9.7,8.5,9.0,7.33
sharp,dull,8.25,8.2,6.93,8.75,8.6,7.5,7.87,8.73,8.3,8.57,7.5,8.9,9.3,7.5,8.33
quick,rapid,9.5,9.6,9.07,9.75,8.6,8.8,9.21,9.18,8.8,8.57,9.2,9.6,9.4,9.0,9.33
dumb,foolish,9.5,8.7,9.0,9.5,9.2,9.4,8.7,9.1,9.6,8.1,8.0,9.5,8.5,9.3,8.22
wonderful,terrific,9.25,9.5,9.45,9.75,9.5,9.5,9.4,8.9,9.5,8.57,9.0,9.8,9.8,9.5,9.56
strange,odd,8.5,9.2,9.45,9.75,9.7,8.9,8.99,8.91,9.9,9.29,8.5,9.4,9.5,9.3,9.78
happy,angry,6.25,6.8,4.64,6.25,7.3,7.3,6.13,8.0,7.25,2.86,7.0,5.4,8.5,7.2,5.56
narrow,broad,7.0,7.4,7.34,6.0,8.0,6.2,7.04,7.91,3.25,8.57,7.0,8.2,7.5,7.8,7.33
simple,easy,8.5,7.0,7.36,8.5,9.6,8.8,8.11,8.92,9.35,9.29,5.0,9.2,9.2,2.5,8.44
old,fresh,6.0,7.0,5.47,7.25,5.2,5.0,6.71,8.61,5.0,3.57,2.8,6.4,7.0,7.4,5.56
apparent,obvious,9.75,9.6,9.47,9.5,9.5,8.8,9.44,8.85,9.2,9.29,9.0,9.8,9.4,9.5,9.67
inexpensive,cheap,9.5,9.2,9.69,9.0,9.6,8.8,8.71,9.09,9.3,9.29,8.0,8.4,9.5,9.5,8.67
nice,generous,8.0,7.8,7.53,8.75,9.0,7.5,8.66,8.82,8.85,7.14,8.5,7.8,8.8,8.9,6.78
weird,normal,7.75,8.1,7.0,8.5,6.5,8.8,6.89,8.49,8.85,8.57,8.2,8.5,8.7,8.9,6.56
weird,odd,8.5,8.6,9.4,9.5,9.5,8.5,9.29,8.88,9.9,9.29,8.8,9.2,9.9,8.4,8.22
bad,immoral,8.0,9.1,8.53,7.75,8.7,8.2,8.08,7.8,8.0,6.43,7.0,8.9,8.5,8.5,7.67
sad,funny,6.25,6.2,6.48,6.25,6.2,2.5,6.18,7.5,6.2,2.86,6.5,5.1,7.6,7.8,5.22
