word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
old,new,0.05,0.1,1.0,1.0,0.2,0.1,0.15,1.5,0.1,0.15,3.5,0.01,0.2,1.0,0.1
smart,intelligent,0.9,0.95,1.0,1.0,0.96,0.95,0.95,9.5,0.95,0.9,9.5,0.93,0.95,0.94,1.0
hard,difficult,0.9,0.8,0.71,1.0,0.92,0.9,0.9,8.0,0.85,0.8,7.0,0.85,0.85,0.97,0.85
happy,cheerful,0.8,0.8,0.9,0.0,0.7,0.75,0.8,8.5,0.85,0.8,8.0,0.81,0.7,0.86,0.9
hard,easy,0.1,0.1,0.1,0.0,0.16,0.05,0.2,2.0,0.2,0.2,2.0,0.15,0.1,0.22,0.1
fast,rapid,0.9,0.9,1.0,1.0,0.94,0.85,0.95,9.5,0.95,0.9,9.0,0.97,0.9,0.94,1.0
happy,glad,0.8,0.85,0.85,0.0,0.82,0.8,0.75,8.5,0.9,0.8,7.0,0.86,0.8,0.83,0.9
short,long,0.9,0.75,0.67,1.0,0.86,0.8,0.8,8.0,0.8,0.85,8.0,0.75,0.7,0.91,0.1
stupid,dumb,0.85,0.9,1.0,1.0,0.91,0.9,0.9,9.0,0.9,0.9,8.0,0.85,0.9,0.94,1.0
weird,strange,0.9,0.9,1.0,1.0,0.96,0.95,0.9,9.5,0.85,0.85,9.0,0.93,0.9,0.94,0.9
wide,narrow,0.85,0.75,0.62,1.0,0.88,0.85,0.4,8.5,0.8,0.7,7.0,0.82,0.75,0.91,0.8
bad,awful,0.85,0.9,0.84,1.0,0.85,0.8,0.85,9.5,0.85,0.8,7.0,0.75,0.8,0.89,0.8
easy,difficult,0.05,0.75,0.35,0.0,0.83,0.05,0.65,7.0,0.45,0.7,7.0,0.81,0.7,0.78,0.8
bad,terrible,0.9,0.85,0.82,1.0,0.9,0.8,0.85,9.5,0.85,0.85,8.5,0.81,0.85,0.89,0.9
hard,simple,0.45,0.6,0.1,0.0,0.4,0.05,0.45,7.5,0.5,0.45,6.5,0.66,0.3,0.67,0.75
smart,dumb,0.65,0.7,0.36,0.0,0.72,0.4,0.75,3.0,0.75,0.6,6.0,0.77,0.7,0.56,0.1
insane,crazy,0.9,0.9,1.0,1.0,0.91,0.9,0.9,9.5,0.9,0.9,8.5,0.92,0.9,0.94,1.0
happy,mad,0.7,0.7,0.74,0.0,0.67,0.2,0.6,5.0,0.75,0.7,6.0,0.78,0.7,0.75,0.8
large,huge,0.9,0.85,0.9,1.0,0.94,0.9,0.85,9.0,0.85,0.85,9.0,0.87,0.85,0.92,0.9
hard,tough,0.7,0.85,0.6,1.0,0.78,0.9,0.75,7.5,0.85,0.75,8.0,0.86,0.8,0.92,0.85
new,fresh,0.9,0.75,0.72,1.0,0.86,0.85,0.75,8.0,0.7,0.75,7.5,0.83,0.7,0.86,0.9
sharp,dull,0.75,0.8,0.67,1.0,0.77,0.8,0.7,8.0,0.8,0.8,8.5,0.84,0.85,0.94,0.9
quick,rapid,0.9,0.9,0.82,1.0,0.92,0.9,0.9,9.0,0.9,0.9,9.0,0.93,0.9,0.92,0.95
dumb,foolish,0.8,0.85,0.96,1.0,0.88,0.85,0.8,8.5,0.9,0.85,8.5,0.9,0.85,0.94,0.9
wonderful,terrific,0.9,0.95,0.92,1.0,0.96,0.9,0.9,9.5,0.9,0.9,8.5,0.91,0.9,0.91,0.9
strange,odd,0.9,0.9,0.9,1.0,0.92,0.95,0.9,9.5,0.9,0.9,8.0,0.95,0.9,0.94,0.95
happy,angry,0.6,0.7,0.59,0.0,0.74,0.25,0.4,2.0,0.7,0.7,6.5,0.73,0.6,0.56,0.1
narrow,broad,0.8,0.7,0.83,1.0,0.89,0.85,0.6,8.5,0.75,0.7,6.5,0.85,0.7,0.91,0.8
simple,easy,0.8,0.75,0.76,1.0,0.9,0.9,0.8,8.0,0.6,0.75,8.5,0.9,0.8,0.89,0.8
old,fresh,0.7,0.55,0.6,1.0,0.47,0.8,0.6,6.5,0.6,0.25,3.5,0.47,0.6,0.5,0.1
apparent,obvious,0.9,0.9,0.9,1.0,0.94,0.9,0.9,9.0,0.9,0.9,8.0,0.88,0.85,0.97,1.0
inexpensive,cheap,0.9,0.85,0.93,1.0,0.94,0.9,0.9,9.5,0.85,0.9,7.5,0.91,0.9,0.97,0.9
nice,generous,0.75,0.75,0.82,0.0,0.8,0.75,0.75,8.0,0.8,0.75,7.0,0.84,0.85,0.78,0.85
weird,normal,0.6,0.7,0.8,0.0,0.79,0.7,0.7,7.5,0.75,0.7,6.5,0.77,0.8,0.72,0.8
weird,odd,0.85,0.9,0.88,1.0,0.85,0.9,0.9,9.5,0.95,0.85,7.5,0.89,0.85,0.94,0.9
