word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
happy,cheerful,9.3,8.6,9.5,9.2,9.5,8.4,8.0,9.4,7.5,8.84,7.5,7.5,8.31,8.82,3.33
hard,easy,1.2,3.44,2.0,0.36,2.5,1.72,1.0,1.85,2.5,2.63,3.0,3.5,2.59,1.2,1.29
fast,rapid,9.8,9.8,9.5,9.2,9.8,9.4,9.5,9.9,8.5,9.58,9.5,9.0,9.68,9.2,9.68
happy,glad,8.9,9.2,8.5,9.2,8.5,7.2,7.0,9.6,8.0,9.5,8.0,8.5,8.14,8.82,6.0
short,long,3.4,2.0,2.0,8.77,1.5,3.12,3.0,8.92,2.5,5.69,2.0,5.0,1.73,7.0,5.67
stupid,dumb,9.7,8.88,9.0,9.2,9.2,8.7,9.0,9.5,8.0,9.69,9.0,9.5,8.52,9.8,9.59
weird,strange,8.9,9.7,9.5,9.57,8.8,8.8,8.0,9.2,8.5,9.21,8.5,8.5,8.94,8.8,8.51
wide,narrow,5.2,3.0,2.0,8.13,2.0,5.0,3.0,7.8,3.0,6.04,2.0,4.0,2.84,6.0,6.63
bad,awful,8.6,8.9,8.0,8.77,8.2,6.9,7.5,8.55,6.5,7.52,8.5,7.0,7.68,6.5,3.44
easy,difficult,1.1,7.34,2.0,0.36,3.5,3.2,2.0,2.3,4.0,8.11,1.5,5.0,3.16,3.2,5.1
bad,terrible,9.2,9.3,8.5,9.2,8.7,8.2,7.0,9.1,7.0,8.51,8.5,8.0,8.49,6.5,4.15
hard,simple,3.2,3.56,3.0,8.13,2.2,3.6,2.0,4.55,2.5,7.28,2.5,3.0,2.87,4.5,2.55
smart,dumb,7.6,7.11,8.5,8.13,8.9,7.5,6.0,4.2,7.0,8.88,8.5,7.5,5.79,9.2,9.59
insane,crazy,9.5,9.6,9.5,9.57,9.0,8.6,9.0,8.8,8.5,9.21,9.2,9.5,8.43,8.8,9.41
happy,mad,7.8,7.0,7.5,9.2,6.5,5.5,6.5,8.5,4.5,8.47,7.0,6.0,7.29,7.8,3.67
large,huge,8.4,8.9,8.5,9.2,8.3,8.2,8.0,9.7,8.5,8.41,8.0,9.5,8.22,8.0,8.26
hard,tough,9.5,8.0,8.5,9.2,8.0,7.0,8.0,9.15,7.5,8.68,8.0,7.5,7.15,8.6,6.96
new,fresh,8.6,8.7,8.5,9.57,8.7,7.8,8.0,8.4,7.0,8.14,6.5,8.5,7.73,8.6,5.93
sharp,dull,6.5,6.0,8.0,8.13,7.5,6.1,6.0,7.1,6.5,8.58,7.5,6.5,6.0,7.0,6.69
quick,rapid,9.8,9.5,9.0,9.57,9.3,9.1,9.5,9.8,8.5,9.45,9.5,9.5,8.77,9.2,9.49
dumb,foolish,9.6,9.1,9.0,9.2,8.7,7.8,8.0,9.35,8.0,9.49,8.5,8.0,8.07,9.0,8.04
wonderful,terrific,9.5,9.5,9.0,9.2,8.9,9.2,8.5,9.55,8.5,9.73,9.5,9.0,9.34,8.8,9.13
strange,odd,9.1,9.3,9.5,9.57,9.0,8.7,9.0,9.6,8.5,9.31,9.5,8.5,8.8,9.8,9.17
happy,angry,6.1,6.6,6.5,0.36,6.0,5.1,5.0,7.05,4.5,7.74,5.0,6.0,4.63,5.0,2.83
