word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
game,fun,1.5,3.77,4.5,0.15,0.42,3.5,3.6,2.5,2.5,0.49,2.5,3.2,4.5,2.12,3.5
weekend,week,0.75,8.0,7.0,8.0,7.5,8.5,7.5,7.0,8.5,7.0,1.5,7.5,8.0,8.5,8.5
couple,pair,8.5,8.5,8.5,8.5,8.5,7.5,8.0,8.0,8.0,8.5,8.0,8.0,8.0,7.5,9.0
woman,wife,8.5,9.5,8.5,8.5,7.5,8.5,9.0,8.75,8.5,8.5,8.5,9.5,8.5,8.75,9.5
sheep,cattle,0.15,2.2,0.2,2.0,0.2,0.13,3.75,0.23,2.5,6.0,1.0,3.0,0.1,1.5,0.25
purse,bag,7.5,7.5,8.0,8.5,8.5,8.5,8.0,8.0,8.0,8.5,8.0,9.0,8.5,7.0,8.0
ceiling,cathedral,1.5,2.45,2.56,1.5,3.25,2.15,3.5,2.5,3.2,1.25,2.5,1.5,3.25,2.5,3.2
bean,coffee,7.5,7.5,7.5,7.5,7.0,8.5,7.2,8.5,6.0,7.5,6.0,8.5,7.5,8.5,6.5
wood,paper,2.73,2.5,2.4,1.7,2.5,1.33,2.0,2.54,2.5,2.5,2.5,2.14,1.23,2.25,2.56
top,side,1.2,1.5,1.0,1.2,2.0,2.5,1.5,2.0,1.0,0.0,1.6,2.5,1.25,0.0,2.0
crime,fraud,8.5,7.5,7.0,6.67,7.5,7.5,7.5,8.0,7.5,8.5,6.25,7.5,6.0,7.5,6.0
pain,harm,7.0,7.5,6.2,8.0,6.0,6.25,7.0,8.0,7.5,7.0,7.5,6.75,6.2,6.0,6.5
lover,companion,6.5,3.2,5.0,3.5,7.5,5.0,6.3,5.0,4.0,4.5,4.2,5.0,3.0,6.5,6.0
evening,dusk,9.0,8.5,8.33,8.5,8.5,8.5,8.0,8.5,9.0,8.5,8.5,8.0,9.0,9.0,8.5
father,daughter,0.28,8.5,0.38,7.0,8.0,6.5,7.5,3.25,1.01,1.45,3.2,7.5,0.2,2.75,1.5
wine,liquor,6.0,6.5,7.5,6.5,7.5,7.5,7.5,6.67,7.0,7.8,6.5,6.5,7.0,6.25,6.5
cow,goat,6.0,2.0,5.0,7.0,5.0,6.0,6.5,2.0,5.0,2.0,2.0,0.3,4.0,3.0,0.55
belief,opinion,7.0,7.5,6.67,6.67,7.0,6.5,7.5,7.0,7.5,7.0,7.5,6.5,8.5,7.5,7.5
reality,illusion,0.14,2.5,0.12,2.5,0.05,2.25,2.5,2.5,0.2,1.53,2.67,2.0,1.83,2.5,2.56
pact,agreement,8.5,8.5,9.0,7.5,8.5,8.5,8.5,8.5,8.5,8.0,8.6,8.0,9.0,8.5,8.0
wealth,poverty,1.0,0.01,0.1,1.0,1.67,0.1,0.1,1.0,1.0,1.0,0.05,0.01,0.1,1.0,1.5
accident,emergency,3.5,3.0,6.25,4.2,3.67,0.32,1.5,3.5,2.5,3.5,2.5,2.0,3.35,6.0,6.0
battle,conquest,6.0,6.0,5.0,3.25,6.65,6.5,6.0,7.8,6.78,6.0,6.25,7.5,6.25,6.25,7.0
friend,teacher,1.5,1.3,2.3,2.0,1.44,1.8,2.5,1.0,2.5,2.5,1.2,2.0,2.25,1.2,2.5
illness,infection,7.0,6.0,7.5,5.2,7.5,6.0,7.5,8.0,6.0,5.56,7.5,7.0,6.25,6.25,7.5
game,trick,2.5,2.5,2.75,1.2,2.52,2.5,3.2,2.5,2.5,0.4,2.5,2.5,1.8,0.22,2.68
brother,son,2.0,2.56,2.8,1.5,0.25,3.0,2.5,0.36,4.5,1.8,1.5,2.5,0.27,1.5,1.9
aunt,nephew,9.2,8.5,8.5,8.5,8.5,8.5,8.0,7.0,8.2,8.5,8.5,6.5,7.0,8.0,6.0
worker,mechanic,5.5,6.0,6.5,5.0,6.5,6.5,6.2,6.75,6.5,6.5,4.5,6.5,7.5,6.0,6.5
doctor,orthodontist,6.25,8.5,7.5,7.2,7.5,7.5,6.5,7.5,8.5,6.5,6.5,5.5,6.5,7.5,6.2
oak,maple,4.2,0.26,3.0,2.5,5.0,4.0,6.0,0.47,7.0,2.5,3.4,2.56,3.7,7.5,0.4
bee,queen,2.3,2.0,0.22,1.5,1.5,1.45,0.09,0.42,2.85,0.0,0.43,3.67,1.9,0.22,2.5
car,bicycle,0.31,3.67,2.5,2.5,0.22,2.0,3.0,5.0,3.5,5.0,5.2,0.45,0.25,2.5,3.5
goal,quest,2.5,5.0,7.5,6.5,2.0,4.17,5.5,6.0,6.0,4.2,3.0,3.0,5.0,4.5,3.0
august,month,3.5,2.5,5.0,4.17,3.27,2.0,0.28,2.0,3.22,1.83,3.0,4.0,2.5,0.0,3.0
army,squad,6.5,7.0,6.75,7.0,7.2,7.5,6.5,6.25,6.5,7.5,6.0,7.5,6.5,6.5,5.0
cloud,weather,5.33,3.5,5.25,6.71,6.5,3.8,6.25,3.57,5.0,6.5,5.0,3.5,3.5,5.0,6.5
physician,doctor,9.6,9.5,9.8,9.8,9.5,9.0,9.8,9.5,9.5,9.5,9.8,9.7,9.7,9.5,9.5
canyon,valley,7.5,7.5,8.5,8.5,7.5,8.5,7.5,7.0,7.0,6.5,8.0,7.5,7.5,7.0,7.5
river,valley,5.22,6.5,5.0,3.5,6.0,3.5,7.5,0.58,6.5,5.0,5.0,6.5,6.0,4.0,7.5
sun,sky,0.12,3.5,0.17,0.11,0.14,1.3,0.2,2.5,0.13,0.0,3.5,1.5,2.54,2.5,1.5
target,arrow,3.0,2.0,2.0,2.0,2.5,3.0,1.38,2.5,1.5,2.45,0.4,1.0,2.67,1.0,2.0
chocolate,pie,2.5,2.76,2.0,1.2,1.4,2.1,1.23,2.4,2.5,2.5,2.0,0.36,1.5,0.15,2.0
circumstance,situation,8.3,8.25,8.5,9.0,8.5,9.5,8.5,9.5,9.0,9.5,8.5,9.0,8.5,7.75,9.5
opinion,choice,0.19,1.2,1.2,1.25,1.5,2.0,2.0,1.0,0.1,1.8,1.5,2.5,2.5,1.2,1.1
rhythm,melody,1.5,2.5,2.5,2.5,3.0,2.5,2.23,2.5,3.2,1.34,2.5,2.5,2.5,2.5,4.2
gut,nerve,2.5,1.12,2.1,0.28,2.34,1.25,2.5,3.2,0.15,0.12,0.2,2.19,2.0,0.11,2.5
day,dawn,5.5,6.5,6.0,6.25,7.5,8.0,7.5,8.5,7.0,8.0,5.0,7.5,6.5,7.5,7.0
cattle,beef,9.0,8.0,8.0,8.5,8.0,7.5,8.5,8.5,9.0,8.5,9.0,8.0,9.0,8.0,8.5
