word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
jongen,soldaat,3.25,3.25,0.2,3.2,3.25,2.56,3.21,2.5,1.25,2.5,2.45,2.5,3.2,3.25,2.33
buik,onderbuik,9.0,8.5,9.0,8.5,8.5,8.5,9.0,9.0,8.5,8.33,8.5,8.0,9.0,8.5,9.5
kerel,meisje,0.15,2.0,2.0,0.2,5.5,2.25,2.1,1.43,0.16,3.2,2.33,1.02,1.23,0.22,0.15
bed,stoel,3.2,2.5,1.2,2.5,2.5,2.5,2.25,2.5,1.4,2.5,2.5,2.5,2.5,0.3,2.5
kleding,mantel,7.5,8.5,7.2,6.75,7.8,7.5,6.25,8.5,6.25,6.25,7.5,7.5,6.75,7.5,7.5
pistool,mes,2.5,0.25,2.5,3.0,0.1,0.23,1.67,2.5,1.25,3.2,1.5,5.42,4.5,1.8,4.0
blik,metaal,5.2,7.0,6.25,6.25,3.68,6.25,5.2,6.55,6.23,6.12,3.78,2.56,4.23,6.25,6.12
fles,container,7.25,3.56,3.2,3.23,5.2,6.25,6.25,5.2,4.2,6.2,3.5,4.2,6.5,6.25,0.45
kip,kalkoen,8.0,8.5,8.5,8.5,9.5,8.0,7.5,8.5,8.5,9.0,8.0,0.75,8.0,8.5,8.5
vlees,broodje,0.3,2.5,0.2,1.2,1.23,0.21,2.5,1.5,0.2,2.5,2.15,3.25,2.5,2.55,1.2
arm,botten,1.22,1.78,5.2,1.25,2.6,1.56,2.15,1.75,2.64,0.2,0.24,1.52,0.2,2.34,2.1
hals,ruggengraat,0.45,2.5,2.5,3.2,3.67,2.0,2.0,0.2,5.25,2.5,1.2,2.5,3.0,3.5,0.25
appel,citroen,0.2,0.35,0.15,2.2,0.2,0.2,0.45,0.3,0.4,0.4,0.25,0.4,7.2,0.33,0.3
lijden,verdriet,7.5,8.5,7.5,8.5,7.5,6.25,7.5,8.75,8.5,8.5,7.5,7.5,8.5,6.5,8.5
opdracht,taak,7.5,7.5,8.5,7.5,8.5,8.5,8.5,8.5,7.5,7.5,8.5,8.5,7.5,8.5,8.5
nacht,dageraad,7.5,8.5,9.0,6.0,8.5,8.5,8.5,8.5,8.5,8.0,0.2,8.5,8.0,8.0,9.0
diner,soep,2.5,2.5,2.5,2.0,2.5,3.22,2.5,2.5,2.5,2.5,2.5,3.0,2.5,2.1,2.5
kalf,stier,0.64,6.25,8.0,6.0,6.0,6.25,6.0,8.0,6.5,1.5,7.5,6.0,0.15,7.5,6.2
sneeuw,storm,3.24,0.2,3.0,0.33,3.57,0.2,2.5,0.3,0.57,6.5,0.15,0.2,0.25,0.34,3.2
nagel,hand,1.2,2.45,2.5,3.2,2.56,2.5,1.85,2.5,2.52,2.45,2.5,2.5,2.6,2.5,2.5
hond,paard,0.5,3.2,0.3,0.4,0.4,0.2,3.22,1.2,2.5,0.35,0.2,0.2,3.5,2.1,6.25
arm,hals,0.1,0.05,1.2,0.0,1.75,0.1,0.04,2.5,0.12,0.19,0.0,0.0,1.23,0.1,0.1
kogel,kanon,6.5,6.25,6.5,7.5,8.5,6.0,7.5,6.25,2.5,5.2,7.5,6.67,5.5,6.5,7.5
griep,koorts,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.7,8.5,8.5,8.5,8.5,8.75,8.5,9.0
vergoeding,salaris,8.2,8.2,8.0,6.2,8.5,8.0,7.5,8.2,8.5,8.2,8.5,8.5,7.0,6.75,8.25
zenuw,hersenen,0.45,0.32,1.2,0.3,6.25,3.2,0.16,1.25,0.42,2.55,0.17,0.41,0.23,0.29,2.65
beest,dier,8.5,7.5,6.5,8.5,8.5,7.5,8.5,8.75,8.2,8.5,8.5,8.5,8.5,8.5,8.5
diner,kip,0.2,1.2,0.1,0.15,2.56,1.2,0.2,2.5,1.12,0.05,0.2,1.2,2.5,2.3,1.2
meisje,dienstmeisje,7.5,7.5,8.5,8.5,6.67,8.5,8.0,8.0,8.5,8.5,8.5,7.5,7.5,8.0,7.5
kind,jongen,6.2,6.5,8.5,8.5,6.2,7.5,7.5,7.2,7.5,7.2,8.5,8.5,8.2,8.5,8.5
alcohol,wijn,6.75,7.2,8.25,7.2,6.25,7.84,8.5,6.75,7.2,7.85,7.85,6.75,6.23,8.75,7.85
neus,mond,4.2,0.4,5.0,2.56,3.2,5.32,3.33,6.25,2.56,2.0,3.75,2.8,5.5,3.85,2.5
weg,steeg,3.23,1.4,0.0,0.3,2.14,2.0,2.15,3.75,2.4,2.5,2.13,2.15,2.5,2.35,2.5
bel,deur,2.0,2.5,2.56,0.2,2.5,0.2,2.0,3.45,2.25,2.5,2.0,2.34,2.5,2.56,2.5
doos,hoed,0.2,3.21,2.5,2.56,2.5,0.0,1.5,0.0,2.56,0.1,1.2,1.5,0.1,0.1,0.0
geloof,indruk,0.07,0.2,0.25,2.56,0.14,0.1,2.34,0.0,1.57,0.0,0.05,0.11,0.14,0.12,0.1
vooroordeel,mening,3.45,4.2,1.45,6.25,2.5,6.25,4.2,5.75,3.2,3.2,2.6,2.34,3.2,2.5,4.5
aandacht,bewustzijn,6.75,7.5,6.75,6.25,6.25,7.5,6.22,6.75,5.95,6.25,7.2,7.35,6.75,7.8,7.23
woede,stemming,6.5,0.35,6.25,4.2,6.25,4.12,5.67,3.46,3.35,5.2,3.21,6.22,6.25,5.2,3.45
elegantie,stijl,5.8,7.8,8.5,7.5,7.5,9.5,7.5,6.5,7.5,6.55,6.75,8.5,7.5,8.5,6.75
schoonheid,leeftijd,0.15,0.15,0.15,0.23,1.2,1.2,0.05,0.12,0.21,1.2,0.05,1.5,0.11,1.23,0.14
boek,thema,2.14,0.2,1.25,1.23,1.2,0.1,2.75,2.1,0.12,2.5,1.23,2.56,0.0,0.2,0.0
vriend,moeder,2.4,2.8,0.3,2.5,1.2,0.2,0.2,0.2,1.2,2.5,2.5,0.2,2.8,1.45,2.5
vitamine,ijzer,0.0,0.15,0.25,2.5,2.5,0.22,1.2,1.23,0.2,0.14,0.0,2.5,2.5,1.5,2.15
auto,fabriek,2.5,3.25,2.35,1.23,3.65,2.85,1.25,2.5,2.5,1.2,2.5,4.5,2.5,3.5,2.5
verdrag,overeenkomst,8.5,8.5,7.5,8.5,8.5,8.5,8.5,8.5,8.5,8.75,8.7,8.5,8.5,8.5,8.5
hoofdstuk,keuze,0.1,0.0,0.1,0.1,0.1,0.0,0.1,2.15,2.75,0.2,2.25,1.2,0.1,0.2,3.12
rekenkunde,ritme,2.1,0.1,0.0,0.0,0.1,0.0,0.0,2.5,0.0,0.0,0.0,0.1,0.1,0.0,0.0
winnaar,aanwezigheid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
geloof,bloem,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
winnaar,doel,0.2,0.15,0.11,1.4,2.75,0.0,0.0,0.1,1.24,0.1,0.05,0.1,0.1,0.0,0.1
truc,maat,0.0,1.23,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.23,2.56,1.2,0.0,0.0
keuze,neiging,2.5,0.2,3.12,3.2,1.0,3.0,3.25,2.5,2.5,2.5,2.5,2.23,2.5,2.5,2.5
volkslied,verovering,0.1,1.43,1.23,0.0,0.0,0.0,2.15,2.6,0.2,0.06,2.43,0.1,0.01,0.12,0.1
uithoudingsvermogen,muziekgroep,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gevangenis,keuze,0.08,0.1,0.1,0.1,1.25,1.2,0.05,2.5,0.01,0.1,1.45,0.11,0.15,0.1,0.1
conditie,jongen,1.23,0.0,0.12,0.0,0.1,1.25,0.12,0.12,0.0,1.02,0.05,0.0,0.12,0.12,0.12
bloem,volharding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gat,overeenkomst,0.0,0.0,0.0,1.43,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1
dokter,temperament,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.1
broederschap,deur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taak,vrouw,0.2,1.23,0.15,1.23,0.0,0.05,0.02,0.1,0.12,0.1,1.32,1.23,0.0,0.1,0.1
broederschap,honkbal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cent,maat,2.65,2.56,0.1,1.33,1.45,1.5,0.0,1.3,2.1,0.0,2.5,2.11,1.89,2.1,0.0
aanwezigheid,deur,1.27,0.15,0.0,0.15,0.0,1.2,0.1,0.1,0.0,0.0,0.05,0.0,0.02,0.1,0.15
muis,beheer,0.0,0.0,0.0,0.0,2.56,1.0,0.0,1.23,0.0,0.0,0.0,0.12,0.0,0.15,0.0
taak,snelweg,0.0,0.0,1.2,1.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.35
likeur,eeuw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0
taak,rietje,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
eiland,taak,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.2,0.0,0.0,0.0,0.0
nacht,hoofdstuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0
vervuiling,president,0.05,0.02,0.23,0.05,0.01,0.0,0.01,0.03,0.0,0.03,0.1,1.23,0.12,0.0,0.01
pistool,truc,1.2,0.2,0.0,0.15,0.0,0.0,0.1,0.0,0.0,1.2,0.1,0.2,0.0,2.56,0.0
bad,truc,0.13,0.0,0.1,0.15,0.0,1.25,0.1,0.0,1.12,1.2,0.0,1.42,1.24,0.0,1.0
dieet,appel,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1
cent,vrouw,0.02,0.12,0.1,0.05,0.1,0.01,0.05,0.02,0.0,0.15,0.1,1.25,0.12,0.01,0.15
hoofdstuk,staart,0.1,0.0,0.0,1.0,0.1,0.11,2.5,0.0,0.0,0.0,0.0,0.1,0.0,0.05,2.1
cursus,buik,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.12,0.01,0.0,0.0,0.1,0.1
volkslied,rietje,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tandarts,kolonel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
echtgenote,rietje,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gat,vrouw,0.1,0.1,0.1,0.03,1.2,0.1,0.12,0.05,0.1,0.1,0.1,0.12,1.23,0.0,0.1
student,president,0.11,0.1,1.2,1.23,1.2,2.5,2.5,1.25,0.2,1.2,0.15,2.5,0.2,1.2,2.1
bad,vrouw,0.21,0.23,1.23,0.05,1.2,0.15,0.1,0.12,2.35,0.2,0.12,0.02,0.1,0.12,1.2
mensen,cent,0.0,0.1,1.2,0.11,0.0,1.2,1.12,1.2,1.2,0.0,0.0,1.2,1.23,0.0,0.1
formule,logaritme,0.15,2.5,0.21,1.2,1.8,2.56,2.5,1.25,1.34,2.14,1.23,1.75,1.2,2.5,0.1
vrouw,bont,1.22,0.05,0.0,0.0,0.12,0.02,0.12,0.1,0.05,0.01,0.0,0.12,0.0,0.12,0.0
appel,zonneschijn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pistool,dageraad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0
maaltijd,staart,0.0,1.2,0.2,0.0,0.0,0.0,0.0,1.2,0.0,0.05,0.0,0.0,0.0,0.0,0.1
camera,president,1.2,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
likeur,muziekgroep,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.12,0.0
buik,ader,2.14,1.2,1.2,0.1,0.0,0.0,1.2,2.14,1.0,1.25,0.0,1.2,2.5,2.5,0.0
pistool,bont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bank,honkbal,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.13,0.0,0.1,0.0,0.0,0.0
arbeider,camera,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.2,1.22,0.0,0.0,0.01,1.04
dek,muis,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rijst,jongen,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0
mensen,pistool,1.28,0.12,0.13,1.2,0.45,1.23,1.23,0.12,0.12,0.12,0.1,1.25,0.12,1.23,1.43
klif,staart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
enkel,raam,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0
prinses,eiland,0.0,0.0,0.1,0.0,0.1,1.25,0.1,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.01
container,muis,0.05,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wagen,container,2.5,1.0,1.5,3.2,2.5,2.1,2.0,1.5,2.5,0.1,0.1,0.0,1.5,2.5,2.0
mensen,ballon,0.0,0.12,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
dollar,mensen,0.01,0.12,0.12,0.1,0.0,0.0,0.12,0.05,0.04,0.05,0.12,0.02,0.1,0.1,0.12
bad,ballon,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
