word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
oud,nieuw,0.1,0.1,0.01,0.0,0.05,0.2,0.1,0.1,0.0,0.05,0.0,2.0,0.03,0.1,0.18
slim,intelligent,0.9,0.95,0.95,8.0,9.5,0.9,0.95,0.95,0.4,0.95,9.0,9.0,0.97,0.95,0.79
hard,moeilijk,0.4,0.2,0.1,2.0,2.0,0.1,0.05,0.2,0.1,0.1,2.0,3.0,0.0,0.05,0.39
gelukkig,vrolijk,0.8,0.8,0.8,6.0,8.5,0.7,0.85,0.85,0.6,0.8,8.0,8.0,0.83,0.8,0.76
hard,stoer,0.7,0.4,0.45,2.0,6.0,0.5,0.05,0.65,0.4,0.2,4.0,6.0,0.61,0.5,0.44
snel,razendsnel,1.0,0.9,0.9,9.0,9.0,1.0,0.95,0.95,1.0,0.9,10.0,9.0,1.0,1.0,0.89
gelukkig,blij,0.9,0.85,0.85,8.0,8.5,0.8,0.8,0.9,0.9,0.9,9.0,8.0,0.77,0.85,0.79
kort,lang,0.1,0.05,0.05,0.0,0.05,0.1,0.1,0.15,0.1,0.1,1.0,1.0,0.02,0.1,0.17
dom,stom,0.7,0.85,0.7,8.0,8.5,0.7,0.8,0.6,0.6,0.1,7.0,8.0,0.67,0.7,0.77
vreemd,eigenaardig,1.0,0.7,0.85,10.0,9.5,0.9,0.9,0.9,1.0,0.9,10.0,10.0,0.97,1.0,0.89
breed,smal,0.3,0.1,0.15,0.0,0.05,0.1,0.1,0.1,0.0,0.1,1.0,1.0,0.02,0.0,0.28
makkelijk,moeilijk,0.4,0.15,0.1,2.0,0.05,0.1,0.05,0.55,0.2,0.1,2.0,2.0,0.01,0.1,0.74
moeilijk,gemakkelijk,0.9,0.85,0.1,9.0,6.0,0.8,0.05,0.55,0.4,0.1,8.0,9.0,0.99,0.95,0.76
slim,dom,0.1,0.05,0.05,2.0,0.05,0.1,0.1,0.15,0.1,0.05,3.0,1.0,0.01,0.05,0.33
krankzinnig,gek,1.0,0.85,0.9,9.0,9.5,0.9,0.9,0.95,0.9,0.95,9.0,10.0,0.94,0.95,0.85
gelukkig,kwaad,0.1,0.05,0.05,0.0,0.05,0.1,0.05,0.2,0.1,0.1,1.0,1.0,0.25,0.05,0.35
uitgebreid,groot,0.4,0.6,0.3,5.0,4.0,0.7,0.7,0.65,0.1,0.3,2.0,7.0,0.07,0.8,0.63
moeilijk,simpel,0.9,0.85,0.5,8.0,9.0,0.8,0.85,0.65,0.8,0.8,8.0,8.0,0.96,0.9,0.55
nieuw,vers,0.6,0.75,0.8,6.0,9.5,0.9,0.7,0.8,0.6,0.8,5.0,8.0,0.61,0.7,0.64
scherp,saai,0.1,0.15,0.05,2.0,2.0,0.1,0.1,0.4,0.1,0.1,2.0,2.0,0.11,0.1,0.27
vlug,snel,0.9,0.9,0.85,8.0,8.5,0.7,0.8,0.85,0.8,0.8,9.0,9.0,0.86,0.9,0.78
dom,dwaas,0.9,0.75,0.8,8.0,9.0,0.7,0.9,0.8,0.7,0.8,8.0,8.0,0.8,0.8,0.78
prachtig,fantastisch,0.9,0.9,0.9,8.0,8.5,0.8,0.9,0.9,0.8,0.9,8.0,8.0,0.85,0.9,0.88
eigenaardig,vreemd,1.0,0.85,0.85,10.0,8.5,0.9,0.9,0.85,0.7,0.9,10.0,10.0,0.96,1.0,0.83
gelukkig,boos,0.1,0.05,0.1,0.0,0.05,0.1,0.05,0.1,0.1,0.1,1.0,1.0,0.15,0.1,0.32
smal,breed,0.3,0.05,0.15,0.0,0.05,0.4,0.1,0.1,0.0,0.1,1.0,1.0,0.01,0.0,0.36
eenvoudig,gemakkelijk,0.9,0.95,0.8,9.0,8.5,0.9,0.95,0.9,0.8,0.9,9.0,8.0,0.97,0.9,0.81
oud,vers,0.5,0.6,0.7,4.0,0.05,0.4,0.05,0.05,0.6,0.2,2.0,2.0,0.13,0.1,0.42
kennelijk,duidelijk,0.5,0.7,0.75,7.0,7.0,0.7,0.6,0.4,0.4,0.9,7.0,4.0,0.66,0.5,0.69
betaalbaar,goedkoop,0.9,0.9,0.85,10.0,9.5,1.0,0.9,0.85,1.0,0.9,10.0,10.0,0.86,1.0,0.89
