word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
oud,nieuw,1.0,0.1,1.0,0.1,1.0,1.0,2.0,0.1,2.0,2.0,0.1,0.1,0.1,0.2,1.0
slim,intelligent,1.0,0.9,0.8,0.95,0.9,0.9,8.0,0.9,7.0,8.0,0.9,0.9,0.95,0.9,0.9
hard,moeilijk,0.0,0.2,0.2,0.3,0.2,0.2,4.0,0.2,2.0,3.0,0.2,0.2,0.2,0.4,0.3
gelukkig,vrolijk,0.5,0.8,0.6,0.8,0.8,0.7,6.0,0.8,6.5,8.0,0.7,0.7,0.8,0.8,0.8
hard,stoer,0.2,0.5,0.3,0.5,0.4,0.4,4.0,0.5,4.0,4.0,0.5,0.4,0.6,0.6,0.5
snel,razendsnel,0.9,1.0,0.9,0.9,1.0,0.9,9.0,0.9,9.0,9.0,0.9,1.0,0.9,0.9,0.9
gelukkig,blij,0.7,0.9,0.7,0.7,0.8,0.8,8.0,0.7,8.0,9.0,0.8,0.8,0.7,0.8,0.8
kort,lang,0.0,0.1,0.2,0.2,0.1,0.1,2.0,0.1,3.0,2.0,0.2,0.1,0.1,0.4,0.1
dom,stom,0.7,0.8,0.7,0.9,0.9,0.7,7.0,0.7,8.0,8.0,0.9,0.9,0.8,0.8,0.8
vreemd,eigenaardig,0.9,0.9,0.9,0.8,1.0,0.9,9.0,0.8,8.5,9.0,0.8,0.8,0.9,0.9,0.9
breed,smal,0.3,0.1,0.1,0.4,0.2,0.1,3.0,0.7,3.0,3.0,0.1,0.2,0.2,0.4,0.1
makkelijk,moeilijk,0.0,0.2,0.8,0.1,0.1,0.1,4.0,0.2,1.0,4.0,0.2,0.1,0.2,0.1,0.2
moeilijk,gemakkelijk,0.8,0.7,0.8,0.9,0.1,0.9,8.0,0.8,8.0,6.0,0.7,0.7,0.9,0.8,0.2
slim,dom,0.1,0.2,0.1,0.2,0.8,0.2,3.0,0.4,1.5,2.0,0.1,0.1,0.1,0.6,0.2
krankzinnig,gek,1.0,0.9,0.9,0.9,1.0,0.9,9.0,0.8,9.0,9.0,0.9,0.9,0.9,0.9,0.9
gelukkig,kwaad,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,2.0,0.1,0.1,0.1,0.3,0.1
uitgebreid,groot,0.2,0.2,0.4,0.1,0.3,0.5,5.0,0.3,4.5,5.0,0.1,0.3,0.2,0.6,0.4
moeilijk,simpel,1.0,0.2,2.0,0.1,0.1,0.2,0.2,0.1,1.0,0.1,0.2,1.0,0.1,0.1,1.0
nieuw,vers,0.9,0.9,8.0,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0.8,1.0,0.9,0.9,0.8
scherp,saai,0.2,0.1,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.0,0.1,0.1,0.2
vlug,snel,0.8,0.9,8.0,0.8,0.9,0.9,0.9,0.9,0.8,0.9,0.9,0.8,0.9,0.9,0.9
dom,dwaas,0.7,0.8,7.0,0.7,0.6,0.7,0.8,0.8,1.0,0.8,0.7,0.8,0.7,0.8,0.7
prachtig,fantastisch,0.9,0.8,9.0,0.9,0.9,0.8,0.9,0.8,0.8,0.95,0.6,0.9,0.9,0.9,0.9
eigenaardig,vreemd,0.8,0.7,9.0,0.9,0.7,0.7,0.8,0.9,0.9,0.9,0.9,0.7,0.8,0.8,0.7
gelukkig,boos,0.1,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.1
smal,breed,0.6,0.3,5.0,0.2,0.5,0.3,0.4,0.2,0.7,0.8,0.3,0.6,0.2,0.3,0.4
eenvoudig,gemakkelijk,0.9,0.9,9.0,0.9,0.9,0.9,0.9,0.9,0.9,0.95,0.9,0.9,0.9,0.9,1.0
oud,vers,0.7,0.3,2.0,0.3,0.3,0.3,0.3,0.2,0.7,0.1,0.2,0.4,0.1,0.3,0.6
kennelijk,duidelijk,0.6,0.4,6.0,0.2,0.4,0.6,0.5,0.2,0.4,0.2,0.7,0.4,0.2,0.6,0.5
betaalbaar,goedkoop,1.0,0.9,9.0,0.9,0.9,0.8,0.9,0.8,0.9,0.9,0.8,1.0,0.9,0.9,0.9
leuk,grootmoedig,0.1,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.2
raar,vreemd,0.9,0.9,8.0,0.8,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.8,0.8,0.9
vreemd,normaal,0.3,0.1,1.0,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.1
slecht,immoreel,0.7,0.3,3.0,0.3,0.2,0.4,0.5,0.5,0.6,0.5,0.4,0.4,0.1,0.2,0.3
verdrietig,grappig,0.1,0.2,1.0,0.2,0.1,0.1,1.0,1.0,0.1,1.0,2.0,1.0,1.5,0.1,1.0
prachtig,geweldig,0.95,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.95,0.9,9.5,1.0,9.0,0.9,0.8
schuldig,beschaamd,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.8,0.8,0.8,8.0,0.9,8.0,0.8,0.9
mooi,prachtig,0.85,0.9,0.9,0.8,0.8,0.8,0.95,0.9,0.9,0.8,8.5,0.9,8.5,0.8,0.8
zelfverzekerd,zeker,0.4,0.4,0.5,0.6,0.5,0.3,0.7,0.7,0.6,0.2,5.0,0.7,3.0,0.3,0.5
dom,onderontwikkeld,0.15,0.1,0.1,0.1,0.2,0.05,0.2,0.2,0.2,0.1,1.0,0.2,1.0,0.2,0.2
groot,flexibel,0.2,0.2,0.3,0.3,0.3,0.2,0.3,0.1,0.2,0.1,3.0,0.4,2.0,0.1,0.1
aardig,wreed,0.1,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,2.0,0.1,1.0,0.1,0.1
ongeduldig,nerveus,0.6,0.5,0.7,0.6,0.6,0.6,0.7,0.7,0.7,0.5,4.0,0.7,4.0,0.5,0.7
groot,breed,0.2,0.7,0.4,0.4,0.6,0.4,0.4,0.3,0.3,0.3,5.0,0.5,3.0,0.5,0.5
sterk,trots,0.3,0.4,0.3,0.3,0.5,0.3,0.6,0.4,0.5,0.3,3.0,0.6,5.0,0.3,0.3
onnodig,noodzakelijk,0.15,0.3,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.1,3.0,0.3,1.5,0.1,0.2
onrustig,jong,0.1,0.1,0.4,0.2,0.2,0.2,0.2,0.2,0.1,0.1,1.0,0.1,1.0,0.1,0.4
dom,intelligent,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,2.0,0.1,2.0,0.2,0.1
slecht,geweldig,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.2,0.1,0.1,2.0,0.1,2.0,0.1,0.1
moeilijk,eenvoudig,0.3,0.1,0.7,0.8,0.1,0.3,0.8,0.6,0.2,0.5,6.0,0.8,7.0,0.2,0.7
noodzakelijk,belangrijk,0.4,0.8,0.7,0.7,0.1,0.7,0.5,0.5,0.3,0.5,4.0,0.4,6.0,0.5,0.3
slecht,verschrikkelijk,8.5,8.5,7.5,8.0,6.5,8.0,8.0,7.5,7.5,6.0,7.5,0.8,7.5,7.0,8.0
boos,blij,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.2,2.5,3.0,2.0
eerlijk,schuldig,4.0,3.0,2.0,5.0,2.5,4.0,4.0,4.0,3.0,2.0,1.0,0.5,2.5,3.0,4.0
makkelijk,zwaar,2.0,1.5,1.0,1.0,1.0,2.0,2.0,1.0,1.5,1.0,1.0,0.1,1.0,2.0,2.0
makkelijk,flexibel,5.0,5.0,5.0,3.0,4.5,6.0,5.0,5.0,5.0,3.0,3.0,0.6,5.0,6.5,4.0
stellig,zeker,6.0,5.0,6.0,6.0,2.0,6.0,6.0,6.0,7.0,5.0,3.0,0.4,3.0,4.0,6.0
essentieel,noodzakelijk,9.0,8.0,9.0,6.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,0.9,8.5,9.0,8.0
anders,normaal,2.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,4.5,0.3,4.0,1.0,4.0
