word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
oud,nieuw,0.05,0.25,0.14,0.5,0.01,0.01,0.01,1.0,1.0,1.0,1.0,0.1,0.12,0.14,0.6
slim,intelligent,0.8,0.85,0.0,1.0,4.5,4.5,4.96,1.0,1.0,0.67,4.0,0.95,0.95,4.49,0.95
hard,moeilijk,0.1,0.4,0.0,0.2,0.5,0.01,1.05,0.0,0.0,0.0,1.0,0.2,0.05,1.1,0.1
gelukkig,vrolijk,0.5,0.75,0.71,0.6,3.5,3.5,3.83,1.0,0.0,1.0,3.0,0.9,0.9,3.48,0.85
hard,stoer,0.2,0.4,0.29,0.4,2.0,2.0,2.37,0.0,0.0,0.67,2.0,0.7,0.6,3.15,0.4
snel,razendsnel,0.9,0.85,1.0,1.0,4.5,4.5,4.76,1.0,1.0,1.0,4.0,0.95,0.9,4.94,1.0
gelukkig,blij,0.8,0.8,0.86,0.8,3.0,3.0,4.26,0.0,1.0,1.0,3.0,0.9,1.0,4.27,0.8
kort,lang,0.1,0.25,0.0,0.2,1.0,0.01,0.01,0.0,0.0,0.0,2.0,0.8,0.05,1.52,0.15
dom,stom,0.7,0.7,0.0,0.8,2.5,3.0,4.16,1.0,1.0,0.67,4.0,0.85,0.95,4.29,0.85
vreemd,eigenaardig,0.9,0.9,1.0,1.0,4.0,4.0,4.92,1.0,1.0,1.0,4.0,0.95,0.95,4.9,0.9
breed,smal,0.1,0.7,0.0,0.2,0.5,1.5,0.02,0.0,0.0,0.67,1.0,0.8,0.1,0.74,0.2
makkelijk,moeilijk,0.9,0.1,0.5,0.2,0.5,1.0,1.89,0.0,0.0,0.0,1.0,0.1,0.05,1.24,0.15
moeilijk,gemakkelijk,0.7,0.1,0.67,1.0,4.0,4.0,4.77,0.0,1.0,1.0,4.0,0.85,0.4,4.2,0.7
slim,dom,0.2,0.3,0.0,0.2,1.0,1.0,0.14,0.0,0.0,0.0,1.0,0.1,0.05,0.52,0.05
krankzinnig,gek,0.9,0.8,1.0,1.0,4.0,3.5,4.99,1.0,1.0,1.0,5.0,0.95,0.95,4.84,0.9
gelukkig,kwaad,0.1,0.1,0.0,0.2,1.0,1.0,0.01,0.0,0.0,0.0,1.0,0.1,0.05,0.15,0.1
uitgebreid,groot,0.3,0.5,0.14,0.4,3.0,3.0,3.68,1.0,0.0,0.0,3.0,0.7,0.05,2.86,0.8
moeilijk,simpel,0.8,0.4,0.57,0.8,3.5,4.0,4.34,1.0,1.0,1.0,3.0,0.85,0.6,4.32,0.75
nieuw,vers,0.6,0.6,0.0,1.0,3.0,2.0,4.31,1.0,1.0,0.67,4.0,0.85,0.85,4.51,0.75
scherp,saai,0.1,0.4,0.0,0.2,1.0,1.5,0.01,0.0,0.0,0.0,1.0,0.3,0.0,0.47,0.15
vlug,snel,0.8,0.7,0.67,0.8,4.0,4.0,4.51,1.0,1.0,1.0,4.0,0.85,0.85,4.65,0.85
dom,dwaas,0.9,0.7,0.29,1.0,3.0,3.5,4.59,1.0,1.0,1.0,4.0,0.85,0.95,4.71,0.85
prachtig,fantastisch,0.9,0.9,0.86,0.8,4.5,3.5,4.9,1.0,1.0,0.67,4.0,0.9,0.9,4.61,0.9
eigenaardig,vreemd,0.9,0.9,1.0,1.0,4.5,4.5,4.95,1.0,1.0,1.0,5.0,0.95,1.0,4.85,0.9
gelukkig,boos,0.1,0.2,0.0,0.2,0.5,1.0,0.01,0.0,0.0,0.0,1.0,0.1,0.05,0.08,0.1
smal,breed,0.9,0.7,0.0,0.2,0.5,1.5,0.02,0.0,0.0,0.67,1.0,0.8,0.35,1.09,0.2
eenvoudig,gemakkelijk,0.9,0.85,0.86,1.0,4.0,4.0,4.85,1.0,1.0,1.0,4.0,0.9,0.85,4.72,0.85
oud,vers,0.1,0.4,0.0,0.5,2.5,1.5,1.01,0.0,0.0,0.67,2.0,0.1,0.05,0.53,0.5
kennelijk,duidelijk,0.1,0.6,0.0,0.4,3.5,3.0,4.72,1.0,1.0,0.67,3.0,0.5,0.85,3.03,0.4
betaalbaar,goedkoop,0.9,0.8,1.0,1.0,4.5,4.5,4.46,1.0,1.0,1.0,5.0,0.95,0.95,4.8,1.0
leuk,grootmoedig,0.1,0.1,0.0,0.2,0.01,0.01,0.01,0.0,0.0,0.0,1.0,0.2,0.05,0.22,0.2
raar,vreemd,0.9,0.8,0.67,1.0,4.5,4.0,4.65,1.0,1.0,1.0,4.0,0.95,0.9,4.83,0.9
vreemd,normaal,0.1,0.2,0.0,0.2,1.0,1.0,0.01,0.0,0.0,0.0,2.0,0.1,0.05,0.46,0.1
slecht,immoreel,0.7,0.7,0.0,0.4,2.5,3.0,4.53,1.0,1.0,1.0,3.0,0.6,0.95,3.81,0.65
verdrietig,grappig,0.1,0.2,0.0,0.2,0.01,0.01,0.01,0.0,0.0,0.0,1.0,0.2,0.05,0.71,0.1
prachtig,geweldig,0.9,0.9,0.86,0.8,4.0,4.0,4.94,1.0,1.0,1.0,4.0,0.9,0.95,4.46,0.85
schuldig,beschaamd,0.9,0.7,0.33,0.6,1.0,3.5,4.73,0.0,0.0,0.67,2.0,0.85,0.8,3.75,0.65
mooi,prachtig,0.8,0.85,0.71,0.6,4.0,3.5,4.44,1.0,1.0,0.67,4.0,0.9,0.9,4.45,0.9
zelfverzekerd,zeker,0.8,0.6,0.0,1.0,4.0,3.5,4.65,1.0,1.0,1.0,2.0,0.7,0.95,3.45,0.6
dom,onderontwikkeld,0.7,0.5,0.0,1.0,1.5,3.0,4.28,1.0,1.0,1.0,3.0,0.85,0.7,4.32,0.85
groot,flexibel,0.1,0.05,1.0,0.05,0.1,0.08,1.0,0.1,0.15,0.1,0.05,0.0,0.03,0.1,0.1
aardig,wreed,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.08,0.05,0.0
ongeduldig,nerveus,0.1,0.2,0.0,0.2,0.35,0.46,0.0,0.5,0.25,0.73,0.09,0.0,0.7,0.25,0.6
groot,breed,0.6,0.7,0.67,0.95,0.4,0.75,0.5,0.7,0.75,0.8,0.9,0.0,0.81,0.3,0.9
sterk,trots,0.05,0.4,0.0,0.05,0.1,0.07,0.0,0.1,0.1,0.16,0.07,0.0,0.09,0.1,0.2
onnodig,noodzakelijk,0.6,0.1,0.33,0.05,0.2,0.03,0.0,0.1,0.15,0.07,0.01,0.0,0.11,0.15,0.0
onrustig,jong,0.1,0.1,0.0,0.15,0.1,0.04,0.0,0.1,0.1,0.02,0.06,0.0,0.24,0.2,0.1
dom,intelligent,0.1,0.1,0.0,0.1,0.1,0.13,0.0,0.1,0.2,0.13,0.05,0.0,0.25,0.05,0.1
slecht,geweldig,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.03,0.01,0.0,0.08,0.1,0.0
moeilijk,eenvoudig,0.8,0.7,0.0,0.05,0.1,0.04,0.0,0.05,0.1,0.28,0.94,0.0,0.73,0.15,0.1
noodzakelijk,belangrijk,0.4,0.5,0.33,0.65,0.75,0.1,0.5,0.9,0.6,0.23,0.39,0.0,0.55,0.3,0.3
slecht,verschrikkelijk,0.4,0.95,0.33,0.75,0.3,0.06,0.0,0.85,0.75,0.74,0.7,0.0,0.53,0.2,0.5
boos,blij,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.06,0.06,0.0,0.18,0.05,0.1
eerlijk,schuldig,0.05,0.05,0.0,0.05,0.1,0.02,0.0,0.05,0.2,0.18,0.07,0.0,0.28,0.1,0.0
makkelijk,zwaar,0.05,0.05,0.0,0.05,0.15,0.08,0.0,0.05,0.05,0.08,0.03,0.0,0.27,0.1,0.2
makkelijk,flexibel,0.7,0.7,0.33,0.2,0.45,0.64,0.0,0.7,0.3,0.09,0.68,0.0,0.66,0.5,0.6
stellig,zeker,0.05,0.5,0.33,0.15,0.35,0.19,0.0,0.1,0.75,0.58,0.42,0.0,0.31,0.3,0.3
essentieel,noodzakelijk,0.7,0.7,0.67,0.65,0.75,0.32,0.5,0.8,0.7,0.52,0.49,0.0,0.76,0.6,0.8
anders,normaal,0.05,0.5,0.0,0.15,0.0,0.03,0.0,0.05,0.05,0.01,0.14,0.0,0.3,0.1,0.1
sluw,slim,0.1,0.4,0.0,0.25,0.5,0.1,0.0,0.1,0.35,0.84,0.17,0.0,0.5,0.15,0.5
cruciaal,belangrijk,0.6,0.5,0.33,0.4,0.65,0.21,0.0,0.8,0.5,0.41,0.4,0.0,0.7,0.4,0.3
hard,wreed,0.1,0.1,0.0,0.15,0.2,0.13,0.0,0.1,0.2,0.33,0.13,0.0,0.31,0.15,0.2
kinderachtig,dwaas,0.7,0.4,1.0,0.8,0.7,0.61,1.0,0.5,0.4,0.69,0.44,0.0,0.59,0.35,0.7
zelden,zeldzaam,0.7,0.9,0.67,0.9,0.7,0.78,1.0,0.9,0.9,0.8,0.78,0.0,0.7,0.5,0.7
vriendelijk,vrijgevig,0.3,0.7,0.33,0.3,0.6,0.36,0.0,0.5,0.55,0.65,0.68,0.0,0.6,0.3,0.5
breekbaar,kil,0.05,0.1,0.0,0.05,0.05,0.0,0.0,0.1,0.05,0.03,0.06,0.0,0.23,0.1,0.2
lang,smal,0.7,0.4,0.33,0.9,0.1,0.72,0.5,0.8,0.05,0.47,0.9,0.0,0.81,0.2,0.8
groot,zwaar,0.3,0.25,0.33,0.4,0.4,0.0,0.5,0.7,0.7,0.38,0.13,0.0,0.37,0.4,0.5
ruw,koel,0.1,0.05,0.0,0.05,0.25,0.13,0.0,0.1,0.05,0.57,0.1,0.0,0.39,0.15,0.2
