word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
old,new,0.2,0.0,0.0,7.2,0.2,0.2,8.67,0.2,7.2,0.2,0.2,0.2,8.5,8.5,0.8
smart,intelligent,9.8,9.8,9.8,9.5,9.8,9.8,9.8,9.8,9.8,9.5,9.8,9.8,9.8,9.8,9.8
hard,difficult,8.75,8.75,9.5,9.8,8.98,8.75,9.2,8.98,9.5,9.5,8.75,9.25,9.25,9.2,9.5
happy,cheerful,9.5,9.8,9.8,9.8,9.2,9.5,9.75,9.8,9.85,9.8,9.8,9.8,9.8,9.8,9.8
hard,easy,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2
fast,rapid,9.8,9.9,9.8,9.8,9.8,9.8,9.5,9.8,9.5,9.8,9.8,9.8,9.8,9.9,9.8
happy,glad,9.5,9.1,9.5,9.8,9.5,9.75,9.5,9.5,9.8,9.5,9.5,9.5,9.5,9.5,9.8
short,long,9.8,9.8,8.5,8.75,9.99,9.8,8.75,0.0,9.0,9.8,9.8,0.0,9.5,9.8,0.0
stupid,dumb,9.8,9.8,9.8,9.2,9.8,9.5,9.5,8.99,8.9,9.5,9.5,9.2,8.8,9.8,8.75
weird,strange,9.22,8.9,8.75,8.75,9.5,9.8,9.25,9.25,9.25,9.5,9.25,9.5,9.25,9.25,9.25
wide,narrow,8.67,8.75,8.8,8.88,8.5,8.75,8.5,0.0,8.5,8.75,9.2,0.0,8.5,8.5,8.75
bad,awful,8.75,8.9,9.12,8.67,8.5,8.67,8.99,9.8,8.8,8.99,8.75,9.5,8.75,9.5,9.25
easy,difficult,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bad,terrible,9.5,8.98,9.2,9.8,8.98,9.25,9.5,8.99,9.2,9.8,9.8,8.75,9.5,8.75,8.88
hard,simple,2.5,1.23,2.34,1.23,2.67,2.5,2.0,2.34,2.5,2.0,2.34,0.0,1.23,1.67,2.34
smart,dumb,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,9.5,0.0,0.0,0.0,0.0
insane,crazy,9.8,9.8,9.85,9.5,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8
happy,mad,0.2,2.0,1.25,1.22,1.23,2.0,0.2,1.2,0.2,0.2,1.23,1.23,0.2,2.5,2.5
large,huge,9.5,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8
hard,tough,8.9,8.75,8.75,8.75,8.5,8.75,8.75,8.75,8.99,8.75,8.75,8.75,8.9,8.75,9.5
new,fresh,8.75,8.5,8.75,8.75,8.5,8.5,8.5,8.75,8.75,8.75,9.5,8.45,8.5,8.5,8.67
sharp,dull,7.5,8.7,8.5,8.5,8.5,0.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.75,8.5
quick,rapid,9.5,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.9,9.8,9.8
dumb,foolish,8.5,8.5,8.5,8.5,8.5,8.75,8.67,8.5,8.5,8.5,8.5,8.5,8.5,8.5,7.67
wonderful,terrific,9.8,9.25,9.8,8.75,9.32,9.25,8.95,9.75,9.25,9.22,9.12,9.5,9.25,8.75,9.25
strange,odd,8.75,8.67,9.5,9.25,8.75,8.75,8.95,8.75,9.2,8.5,8.98,8.9,8.75,8.75,8.75
happy,angry,1.23,1.67,1.23,1.23,1.23,2.0,2.0,1.25,0.2,2.0,1.23,0.2,2.34,1.23,0.2
narrow,broad,8.5,8.2,0.8,0.0,8.5,8.5,0.0,0.0,0.0,0.8,8.2,8.6,8.5,8.5,8.68
simple,easy,8.75,8.75,8.75,8.75,8.8,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.88
old,fresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0,1.2,1.23,1.22,1.2,0.0,1.8
apparent,obvious,8.75,9.25,9.5,9.5,9.25,9.25,9.25,9.8,9.5,8.88,9.5,9.5,9.5,9.5,9.25
inexpensive,cheap,8.75,8.75,8.5,8.5,8.75,8.75,8.75,8.75,8.9,8.5,8.5,8.5,8.8,8.75,8.75
nice,generous,6.75,7.25,7.5,7.25,7.25,7.2,7.25,7.25,3.5,7.25,6.25,7.25,7.25,7.22,7.25
weird,normal,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.12,0.2,0.0,1.8,0.0
weird,odd,8.5,8.88,8.5,8.75,8.75,8.75,8.75,8.75,9.5,8.9,8.5,8.9,9.2,9.5,8.75
bad,immoral,8.5,8.5,8.75,8.75,8.5,8.5,7.88,8.5,8.75,7.8,8.5,7.85,8.5,7.89,7.8
sad,funny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wonderful,great,9.82,8.88,8.75,8.75,8.75,8.75,8.75,9.8,8.75,8.75,8.5,9.2,8.9,8.75,8.9
guilty,ashamed,8.75,8.75,8.5,8.67,8.45,8.6,8.67,8.75,8.67,8.75,8.75,8.67,8.75,8.67,8.5
beautiful,wonderful,8.75,9.25,8.98,8.75,8.75,9.25,8.67,8.99,8.9,8.75,8.75,8.75,8.75,8.92,8.8
confident,sure,8.5,8.5,8.5,8.8,8.67,8.75,8.5,8.75,8.5,8.75,8.75,8.5,8.75,8.5,8.75
dumb,dense,8.45,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.67,8.67,8.75,8.2,8.67,8.5
large,big,9.99,9.8,9.99,9.9,9.8,9.9,9.8,9.5,9.8,9.99,9.8,9.8,9.99,9.5,9.8
nice,cruel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impatient,anxious,8.25,7.67,7.88,7.25,7.62,7.65,7.67,7.88,7.89,7.45,7.22,7.68,8.25,7.8,7.89
big,broad,8.2,7.5,7.8,8.67,7.68,7.67,7.2,7.8,7.88,7.62,7.65,7.68,8.5,6.5,7.95
strong,proud,3.25,4.2,3.45,4.23,4.2,6.25,4.2,6.25,4.25,4.5,4.25,4.25,4.23,3.25,5.2
unnecessary,necessary,9.8,4.5,9.8,4.5,9.0,9.0,9.5,9.8,8.5,9.0,9.0,9.8,9.8,9.0,8.88
restless,young,3.45,3.25,2.34,2.45,3.45,3.45,6.25,2.34,2.34,2.34,2.34,3.25,3.45,4.25,3.25
dumb,intelligent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bad,great,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
difficult,simple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
necessary,important,8.75,8.75,8.75,8.67,8.75,8.67,8.75,8.5,8.5,8.5,8.5,9.0,8.5,8.5,8.5
bad,terrific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mad,glad,7.25,1.0,2.5,7.22,1.0,5.0,2.5,6.67,5.0,0.2,6.67,6.67,5.0,8.75,7.5
honest,guilty,2.34,2.5,1.8,2.22,2.1,1.23,1.25,1.23,1.23,2.34,2.5,1.23,2.34,2.5,2.5
easy,tough,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.0
easy,flexible,6.5,6.75,6.5,6.5,6.78,6.25,6.25,6.75,6.25,6.5,6.67,6.25,6.5,6.5,7.5
certain,sure,9.5,9.5,9.8,9.6,9.75,9.5,9.8,9.5,9.8,9.8,9.5,8.9,9.8,9.5,9.75
essential,necessary,9.8,9.8,9.8,9.8,9.8,9.8,9.5,9.8,9.8,9.5,9.5,9.8,9.5,9.6,9.5
