word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
game,fun,8.5,7.5,8.5,7.5,7.89,7.67,7.89,7.68,7.67,8.5,7.65,9.5,7.5,8.25,7.88
weekend,week,8.67,8.5,8.5,8.67,8.67,8.5,8.5,8.5,8.5,8.5,7.5,8.5,8.5,8.5,8.5
couple,pair,9.8,9.8,9.2,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.5,9.5
woman,wife,8.75,8.5,8.5,8.5,8.5,8.5,8.75,8.67,8.5,8.5,8.5,7.88,8.5,8.5,7.8
sheep,cattle,7.25,7.68,7.67,6.5,7.25,7.65,7.5,7.5,7.5,7.68,7.67,7.22,7.5,7.25,7.25
purse,bag,8.75,8.5,8.75,8.5,8.75,8.5,8.8,8.75,8.5,8.5,8.5,8.75,8.5,8.5,8.5
ceiling,cathedral,2.34,2.34,2.34,2.34,3.25,2.34,2.34,2.34,2.34,2.34,2.34,3.25,2.22,2.34,1.23
bean,coffee,7.25,8.5,7.82,7.45,7.65,7.25,7.67,8.5,7.5,6.75,7.5,7.25,7.45,8.25,6.5
wood,paper,5.67,7.22,6.67,6.25,7.25,6.45,6.75,7.25,6.67,6.67,6.25,6.32,7.25,6.25,7.25
top,side,3.25,1.0,3.25,4.2,3.22,3.25,3.2,3.5,3.2,2.5,2.45,3.25,3.2,2.0,2.5
crime,fraud,8.67,8.67,8.75,8.75,8.82,8.75,8.75,8.75,8.5,8.5,8.75,8.5,8.5,8.75,8.5
pain,harm,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.67,8.75,8.75,8.75,8.75,8.75,8.75
lover,companion,7.89,7.32,7.25,7.67,7.62,7.8,7.25,7.89,8.5,7.88,7.25,7.82,7.8,7.8,7.25
evening,dusk,8.75,9.5,8.75,8.75,8.5,8.5,8.75,8.67,8.5,8.75,8.5,8.75,8.67,8.5,8.75
father,daughter,8.75,7.8,7.8,7.67,8.5,8.5,8.5,7.5,7.68,7.88,7.85,8.2,7.8,7.5,7.88
wine,liquor,8.5,8.5,8.5,8.75,8.75,8.5,8.75,8.5,8.5,8.5,8.5,8.9,8.75,8.75,8.75
cow,goat,6.25,7.25,6.8,7.6,7.2,7.68,7.8,7.65,7.62,7.65,6.25,2.0,7.65,7.2,7.25
belief,opinion,8.75,8.67,8.75,9.5,8.67,8.5,8.75,8.5,8.35,8.75,8.5,8.5,8.62,8.75,8.5
reality,illusion,2.34,2.34,1.23,2.14,2.34,2.5,2.5,1.23,2.5,0.2,3.25,2.12,2.34,0.2,2.67
pact,agreement,8.75,8.75,9.2,8.75,8.92,8.75,8.75,8.75,9.2,8.75,8.9,9.5,8.88,8.75,9.2
wealth,poverty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accident,emergency,8.5,8.75,8.45,8.75,8.75,7.8,7.82,7.88,8.3,8.25,8.89,7.88,8.5,8.5,8.5
battle,conquest,7.68,7.67,7.85,8.25,7.6,8.25,8.45,8.75,8.67,8.75,8.5,8.67,8.67,8.64,8.45
friend,teacher,2.5,3.25,2.34,3.25,2.34,2.45,2.12,3.45,3.25,2.45,2.34,3.45,3.45,4.2,2.12
illness,infection,8.67,8.67,8.5,8.67,8.5,8.5,8.6,8.75,8.75,8.75,7.45,8.5,8.75,8.75,8.5
game,trick,4.5,6.25,4.5,6.25,6.42,4.25,4.25,4.5,5.25,5.25,6.5,6.5,5.25,4.5,4.25
brother,son,5.25,6.25,5.2,2.45,4.2,4.2,4.2,5.25,4.25,6.32,4.2,4.2,4.5,4.5,6.25
aunt,nephew,7.5,6.25,7.67,7.25,7.25,7.45,7.2,6.25,4.5,7.23,7.5,7.25,7.25,7.25,7.5
worker,mechanic,7.5,7.65,7.67,7.25,7.68,7.62,7.25,7.45,7.65,7.65,7.68,7.68,7.68,7.25,7.25
doctor,orthodontist,8.5,8.5,8.5,4.23,8.75,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
oak,maple,8.88,8.5,8.5,8.75,8.75,8.75,3.5,8.67,8.5,8.67,8.45,8.75,8.75,8.75,8.5
bee,queen,6.25,7.33,7.25,6.5,8.25,7.25,7.25,7.67,7.25,6.5,8.32,7.67,5.5,7.45,7.67
car,bicycle,7.85,7.5,7.5,7.67,7.5,2.0,1.0,1.0,1.5,1.5,1.5,1.5,2.0,2.0,2.0
goal,quest,8.5,9.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,9.2,8.5,8.5,8.67,8.45,8.75
august,month,8.67,7.8,8.67,7.67,7.5,9.8,7.25,7.67,9.5,9.5,7.88,9.5,7.5,8.88,7.25
army,squad,8.5,7.8,7.5,8.5,7.5,8.22,8.45,8.5,7.5,8.5,8.5,8.5,7.89,8.75,7.5
cloud,weather,8.5,7.77,8.5,8.5,8.67,8.5,8.5,8.75,8.5,8.5,8.75,8.5,8.67,8.75,8.5
physician,doctor,10.0,9.8,10.0,9.99,9.8,10.0,9.8,9.99,9.99,9.99,9.99,9.99,9.98,9.99,9.8
canyon,valley,9.5,8.75,8.5,8.5,9.5,8.67,8.5,8.5,7.67,8.75,8.75,9.5,8.75,8.5,9.5
river,valley,6.25,6.8,7.25,7.25,6.5,6.5,6.75,2.5,6.25,2.5,2.5,6.25,6.25,6.67,6.45
sun,sky,8.25,2.5,2.5,7.65,2.5,7.8,2.5,2.5,2.5,7.8,2.5,8.75,8.67,7.89,7.82
target,arrow,8.25,6.5,8.5,7.89,8.67,8.5,7.5,8.5,8.25,8.5,8.5,7.89,8.67,8.5,8.75
chocolate,pie,7.25,7.25,6.25,7.88,7.25,1.5,7.65,7.5,6.45,7.34,7.45,6.75,7.25,1.5,6.25
circumstance,situation,9.25,8.9,9.25,8.75,8.92,8.95,8.75,8.75,8.75,9.25,8.98,8.98,8.98,8.75,8.92
opinion,choice,6.67,6.45,6.45,7.25,6.5,7.25,7.25,6.45,6.25,7.62,6.67,6.25,7.25,7.22,6.5
rhythm,melody,8.62,8.5,8.67,5.5,7.89,7.88,8.67,8.25,8.45,7.65,8.67,8.75,8.5,8.68,8.45
gut,nerve,3.25,1.23,0.2,2.34,1.23,1.23,0.45,1.23,2.34,2.34,0.2,0.2,2.34,2.5,1.23
day,dawn,8.5,8.5,8.5,8.67,8.67,8.67,8.5,8.5,8.75,8.5,8.45,8.5,8.75,8.67,8.5
cattle,beef,8.5,7.5,8.5,9.5,8.5,8.5,7.8,8.75,8.5,9.5,8.5,8.5,8.5,8.75,8.5
doctor,professor,6.5,6.25,6.25,6.25,7.25,7.22,6.25,4.5,6.25,6.25,5.45,6.25,6.25,6.67,6.25
arm,vein,5.25,7.67,2.45,4.2,2.5,6.25,2.34,4.25,5.45,4.2,3.25,5.5,4.32,5.25,7.25
room,bath,7.25,7.22,5.25,6.25,5.2,5.22,4.25,3.45,5.25,6.25,4.2,6.25,4.23,4.5,3.25
corporation,business,8.75,8.75,8.75,8.75,8.5,8.75,8.75,8.75,8.5,8.75,8.75,8.75,9.5,8.75,8.75
fun,football,4.25,5.45,6.25,6.5,6.5,4.5,6.25,6.25,4.25,4.5,6.25,4.23,4.25,4.25,6.25
hill,cliff,6.25,6.25,6.85,6.25,6.5,6.67,6.25,6.45,6.5,6.5,6.5,6.32,4.5,6.25,6.25
bone,ankle,7.67,7.22,7.25,7.6,7.22,7.25,7.67,6.67,7.25,7.67,6.45,7.5,7.67,7.82,6.8
apple,candy,3.45,3.25,4.22,5.25,4.2,3.25,6.25,6.5,6.25,4.2,4.2,3.25,3.25,3.25,4.25
helper,maid,7.8,8.67,7.85,7.45,7.68,7.8,7.67,7.6,8.5,7.89,7.5,7.68,7.68,7.8,7.65
leader,manager,8.72,8.5,8.5,8.5,8.75,8.5,8.67,8.67,8.5,8.75,8.5,8.75,8.5,8.45,8.75
lemon,tea,3.45,2.5,2.5,3.25,3.25,2.34,2.5,3.22,2.34,2.34,3.25,2.5,2.45,2.34,3.25
bee,ant,6.67,7.5,7.8,7.5,7.22,6.22,7.25,7.22,7.22,7.25,7.65,6.25,7.88,7.89,7.22
basketball,baseball,3.14,7.67,7.5,8.5,7.88,7.5,8.5,8.5,7.5,8.5,8.5,7.5,7.25,7.67,7.5
rice,bean,6.25,6.25,7.45,7.22,6.42,5.2,4.2,6.78,6.45,5.45,6.25,5.2,4.5,6.25,6.25
bed,furniture,8.5,8.5,8.5,8.5,8.5,8.5,8.75,8.5,8.75,9.2,8.75,8.5,8.75,8.5,8.5
emotion,passion,8.75,8.75,8.75,8.75,8.75,8.5,8.5,8.67,8.75,8.75,8.8,9.5,8.75,8.75,8.5
anarchy,chaos,8.75,8.75,8.67,8.75,8.5,8.75,8.75,8.75,8.5,8.75,8.75,8.9,8.9,8.5,8.75
crime,violation,8.32,8.5,8.67,8.75,8.75,8.5,8.5,8.75,8.65,8.5,8.67,8.67,8.75,8.67,8.75
machine,engine,7.89,8.5,8.5,7.83,8.5,8.75,8.75,7.88,7.8,8.5,8.75,8.5,8.5,8.75,8.5
beach,sea,8.5,8.5,8.5,8.5,8.75,8.67,8.5,8.9,8.5,7.85,8.5,8.67,8.5,8.5,8.5
alley,bowl,0.0,0.2,1.23,1.23,1.23,0.2,0.2,0.0,1.23,0.0,1.23,0.0,0.0,1.23,0.2
jar,bottle,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.45,8.5,8.5,8.5,8.5,8.75
strength,capability,8.67,8.65,8.5,8.67,8.5,8.5,8.5,8.67,8.6,8.75,8.5,8.67,9.5,8.67,7.62
seed,mustard,6.25,6.5,5.25,7.33,6.25,7.67,6.5,6.25,7.25,1.0,7.25,6.25,7.25,6.25,1.0
guitar,drum,7.45,6.67,6.5,7.5,7.5,7.5,7.8,7.25,7.68,6.75,7.45,8.67,7.22,7.22,7.5
opinion,idea,8.67,8.5,8.75,8.67,8.67,8.5,8.75,8.75,8.5,8.75,8.75,8.5,8.5,8.75,8.67
north,west,8.5,8.5,7.5,8.5,7.5,9.0,7.5,8.88,8.2,7.5,7.5,6.66,8.5,8.5,8.67
diet,salad,8.5,8.5,8.25,7.89,8.32,8.67,8.5,8.75,8.5,7.5,8.5,8.75,8.5,8.5,8.75
mother,wife,6.25,6.67,6.25,5.25,6.66,3.25,5.25,6.5,5.5,4.25,5.45,5.67,4.2,6.5,6.25
dad,mother,8.75,8.75,8.75,8.5,8.5,9.5,8.5,8.5,8.5,8.75,8.6,8.5,8.5,8.5,8.9
captain,sailor,8.67,8.5,8.5,8.67,8.67,8.5,8.5,8.67,8.5,7.8,8.5,8.5,8.75,8.5,7.8
meter,yard,8.62,7.25,6.67,8.2,7.67,7.67,7.89,7.67,7.67,8.67,7.8,7.67,6.67,8.5,7.5
beer,champagne,7.5,7.25,7.65,7.25,7.22,7.25,7.88,7.25,7.25,7.8,7.68,6.25,7.67,6.75,7.45
motor,boat,5.45,6.25,6.5,6.5,6.67,6.25,6.45,6.25,6.8,4.2,6.5,6.45,6.25,6.25,4.5
card,bridge,1.23,1.23,2.8,0.2,0.1,2.34,0.25,2.34,2.22,2.4,2.22,0.2,0.25,2.22,0.2
science,psychology,8.5,7.5,7.82,7.85,7.33,7.89,7.85,7.88,8.34,7.89,7.68,7.89,8.67,7.89,7.89
sinner,saint,0.2,0.2,0.1,0.1,0.2,0.25,0.0,0.1,1.23,0.2,0.2,1.23,0.1,1.23,0.2
destruction,construction,4.5,3.2,2.5,3.25,6.2,7.25,6.67,2.75,2.0,0.2,2.5,5.0,3.25,3.45,2.34
crowd,bunch,7.82,7.25,8.2,7.5,7.6,7.65,7.67,7.8,8.5,7.5,7.5,7.5,7.5,7.5,8.5
beach,reef,4.5,4.5,3.5,4.5,4.5,3.5,4.2,3.5,3.5,4.5,4.2,3.5,3.5,4.5,4.5
man,child,2.0,1.5,1.5,2.0,2.0,1.5,2.0,2.0,2.0,2.0,2.0,1.5,2.0,2.0,2.0
bread,cheese,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
champion,winner,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.25,9.8,9.5,9.5,9.5,9.5
celebration,ceremony,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
menu,order,7.5,7.5,8.0,7.5,8.5,6.45,7.5,7.5,7.5,6.5,7.5,7.5,7.5,7.5,7.5
king,princess,2.0,3.57,8.5,3.0,3.0,2.5,7.82,3.0,3.5,2.0,8.67,7.5,2.5,2.5,2.5
wealth,prestige,8.64,3.5,8.67,3.5,3.5,3.5,8.75,3.5,3.5,8.5,3.5,3.5,8.5,8.5,3.5
endurance,strength,7.5,7.85,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,8.6,7.5,7.5,7.5,7.45
danger,threat,8.9,9.5,9.5,9.5,9.5,9.5,9.5,9.5,8.88,9.5,9.5,9.5,8.75,9.5,9.25
god,priest,2.5,2.5,6.5,7.25,2.5,7.65,2.5,2.5,2.5,6.75,2.5,2.5,2.5,7.25,7.85
men,fraternity,6.25,7.45,8.5,7.62,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,6.67,8.5,8.5
buddy,companion,9.5,9.5,9.5,9.5,9.5,8.75,9.5,9.5,9.5,9.5,8.75,9.5,9.5,9.5,9.5
teacher,helper,7.5,8.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.25,7.5,7.5,7.5,6.5,7.5
body,stomach,7.45,4.3,4.5,7.25,7.22,8.5,4.5,7.45,7.67,7.5,5.0,4.5,7.25,4.5,7.5
tongue,throat,3.5,4.5,8.67,7.88,3.5,3.5,3.5,4.5,7.5,4.5,4.5,7.65,7.88,3.5,4.5
house,carpet,2.5,6.75,2.5,2.5,5.5,6.25,2.5,7.25,2.5,5.25,2.5,2.5,6.25,2.5,2.5
intelligence,skill,7.5,7.5,7.25,8.25,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.25
journey,conquest,2.5,2.5,2.5,4.25,4.25,2.5,5.45,3.25,4.25,2.5,3.25,3.25,2.5,4.25,3.25
god,prey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brother,soul,0.25,0.2,1.23,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.23,1.0,1.0
adversary,opponent,9.5,9.2,9.8,9.75,9.8,9.12,9.8,9.5,9.8,8.9,9.8,9.15,9.25,9.25,9.6
death,catastrophe,7.25,9.5,9.5,9.5,8.25,7.89,9.5,7.25,7.88,7.65,7.89,7.85,9.5,7.62,7.89
monster,demon,8.5,8.5,8.5,8.5,8.5,7.85,7.89,8.5,8.75,8.5,8.67,8.5,8.34,8.5,8.5
day,morning,7.25,8.5,8.5,8.5,8.67,8.5,6.5,8.5,7.67,8.67,8.5,8.5,8.5,8.5,7.5
man,victor,0.25,0.12,8.5,0.25,0.45,0.0,0.0,0.25,0.0,8.5,0.25,0.2,8.5,0.25,0.0
friend,guy,7.25,6.5,7.5,7.5,7.5,6.5,6.5,6.5,7.25,6.5,6.25,7.5,6.25,7.25,6.5
song,story,3.25,4.2,5.25,3.25,5.2,3.5,3.5,3.5,3.5,4.25,3.5,3.25,3.5,3.5,4.2
ray,sunshine,8.67,8.75,2.5,8.67,8.75,2.5,8.75,8.5,2.5,2.5,8.75,2.5,2.5,2.5,8.5
guy,stud,6.5,6.5,1.0,6.25,1.0,7.25,6.5,1.0,1.0,7.22,6.25,6.45,7.25,6.75,1.0
chicken,rice,0.1,3.25,6.5,3.25,3.25,0.1,2.34,1.0,3.5,0.1,4.25,3.25,3.45,1.0,2.45
box,elevator,0.0,1.23,0.0,0.2,2.34,1.16,1.23,0.0,1.23,2.34,0.2,0.0,1.23,0.0,1.23
butter,potato,0.25,1.23,1.23,2.34,1.23,0.1,2.34,1.23,1.23,1.5,1.23,0.0,2.34,2.45,0.2
apartment,furniture,6.25,5.67,6.75,2.5,6.67,6.25,6.78,6.45,2.5,6.5,6.5,6.25,6.32,2.5,6.25
lake,swamp,7.5,6.66,6.45,7.25,6.25,3.5,6.25,3.5,7.45,7.5,6.25,3.2,7.25,3.5,7.67
salad,vinegar,6.33,2.5,6.67,8.67,6.5,7.45,7.64,7.5,2.5,6.8,6.25,2.5,7.25,2.5,2.5
flower,bulb,6.75,7.25,7.2,3.5,6.5,2.5,7.25,6.75,7.25,7.5,7.6,8.67,3.5,7.65,3.5
cloud,mist,7.8,7.89,8.5,8.67,8.45,7.5,8.5,8.75,8.67,8.75,8.5,8.5,7.5,8.5,7.5
driver,pilot,6.25,6.25,6.25,6.5,6.5,7.25,6.25,6.45,6.25,7.89,7.25,6.5,6.45,6.5,6.5
sugar,honey,8.75,8.75,8.67,8.75,8.5,8.75,8.5,8.5,8.5,8.5,8.75,8.5,8.75,8.75,8.5
body,shoulder,8.5,7.67,8.5,4.5,7.5,7.67,7.5,7.67,3.5,8.5,8.5,4.5,7.5,8.5,7.5
idea,image,6.5,7.22,7.22,6.25,1.0,6.25,7.68,7.25,5.45,6.67,1.0,6.25,6.5,6.25,1.0
father,brother,7.25,2.0,8.5,7.68,7.25,7.5,7.68,6.67,7.25,6.67,6.2,1.0,7.25,7.25,6.5
moon,planet,6.25,7.5,6.25,6.45,5.75,7.25,5.2,6.45,7.25,6.75,1.5,6.25,5.5,1.5,6.25
ball,costume,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0
rail,fence,2.5,4.2,4.25,2.45,6.25,2.5,2.5,3.25,2.5,6.25,3.45,5.45,3.25,3.75,4.25
room,bed,6.25,6.45,5.25,6.25,6.25,3.5,6.25,5.45,5.25,6.5,6.75,3.5,3.5,5.25,6.5
flower,bush,7.25,1.0,7.22,6.75,7.25,7.22,1.0,7.25,7.65,7.65,1.0,1.0,7.25,7.25,1.0
bone,knee,1.0,7.63,7.67,1.0,7.23,7.25,7.67,7.35,7.33,7.25,7.25,7.67,1.0,1.0,7.5
arm,knee,1.0,7.82,6.67,7.5,7.67,1.0,7.67,6.67,7.25,1.0,7.68,7.5,1.0,1.0,1.0
bottom,side,2.34,1.0,2.5,1.0,2.34,3.25,3.25,1.0,2.45,2.34,2.34,2.5,3.2,1.0,1.0
vessel,vein,5.5,5.25,2.5,6.25,4.25,2.5,6.25,4.5,4.22,5.25,7.25,5.25,5.5,5.25,2.5
cat,rabbit,2.0,2.5,6.25,2.0,7.5,7.22,2.0,7.22,2.0,7.22,7.22,7.67,7.45,6.5,7.25
meat,sandwich,7.5,6.75,6.25,5.5,7.8,7.25,6.5,6.8,7.5,6.75,6.67,6.25,6.34,7.5,7.5
belief,concept,7.5,7.5,7.5,7.5,8.5,8.67,7.5,8.5,7.88,6.5,7.85,7.62,7.5,6.5,6.5
intelligence,insight,8.67,8.5,8.67,8.34,8.75,8.5,8.45,8.5,8.5,7.85,8.34,8.5,8.5,8.5,7.85
attention,interest,8.88,8.75,7.5,8.5,7.5,8.5,8.5,8.5,8.67,8.75,8.5,8.75,8.5,7.5,8.88
attitude,confidence,4.5,7.67,4.5,7.25,4.5,7.34,4.5,4.5,7.25,7.45,4.5,6.25,7.65,7.8,4.5
right,justice,8.55,8.75,6.5,8.67,6.5,6.5,6.5,8.75,8.75,7.85,8.5,8.75,8.75,8.67,8.75
argument,agreement,3.25,3.25,3.5,4.2,3.25,3.25,3.5,0.65,3.25,3.5,3.25,3.25,3.5,3.25,6.67
depth,magnitude,6.45,7.22,3.5,7.67,7.62,6.45,3.5,6.25,7.25,7.5,7.45,7.25,7.45,7.62,6.8
medium,news,6.5,7.33,7.25,7.67,6.75,6.5,7.65,7.25,7.5,7.89,7.25,6.25,6.75,7.62,6.25
winner,candidate,7.22,7.25,7.67,7.25,6.5,7.22,7.25,2.5,6.67,2.5,6.67,7.23,6.25,7.25,6.5
birthday,date,8.5,7.5,8.5,7.25,7.8,8.5,8.5,7.2,8.5,7.5,6.85,8.5,8.5,7.25,7.5
fee,payment,8.67,9.5,9.5,9.5,8.5,8.67,8.75,9.5,9.5,8.75,8.75,9.5,9.5,8.75,8.5
bible,hymn,6.32,7.25,7.35,7.68,6.25,1.0,6.25,6.25,7.22,1.5,6.45,7.89,7.85,7.65,7.89
exit,doorway,8.5,7.88,8.2,7.89,8.5,7.5,8.67,7.5,7.5,8.75,8.6,7.2,7.5,6.5,7.5
man,sentry,6.5,3.45,6.5,3.25,3.25,6.5,2.5,7.5,5.45,5.25,4.23,4.25,4.25,4.25,3.25
aisle,hall,7.25,3.5,7.25,3.5,7.25,7.22,3.5,7.8,7.25,3.5,3.5,7.25,7.25,7.85,7.5
whiskey,gin,9.25,2.5,3.5,8.5,8.75,2.5,8.73,8.5,2.5,2.5,8.75,8.75,8.75,8.75,8.75
blood,marrow,2.5,8.5,7.82,2.5,8.67,7.67,8.67,8.9,2.5,2.5,8.75,2.5,2.5,2.0,7.67
oil,mink,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
floor,deck,4.5,6.25,6.5,5.2,6.45,5.25,6.25,4.25,6.25,4.5,6.5,6.25,6.5,6.25,5.2
roof,floor,5.2,1.0,6.25,2.0,7.5,7.2,1.0,4.2,7.8,4.5,6.67,6.5,5.0,2.0,7.5
door,floor,2.5,2.34,3.25,3.25,2.45,2.5,2.22,2.45,2.34,2.45,2.45,2.34,3.24,2.12,2.5
shoulder,head,3.25,2.0,1.83,2.34,2.0,1.23,3.25,2.0,2.0,1.23,1.23,2.0,3.25,3.25,2.45
wagon,carriage,8.75,8.8,9.25,8.75,8.75,8.62,8.5,8.75,8.67,9.5,8.5,8.5,8.92,9.5,8.75
car,carriage,6.5,6.5,6.5,6.25,6.5,6.5,6.5,6.5,6.5,6.5,7.25,6.5,7.8,6.25,6.5
elbow,ankle,7.22,8.22,1.0,6.66,7.68,7.68,6.25,7.68,6.88,7.67,7.8,7.62,7.8,7.25,7.25
wealth,fame,3.25,2.5,6.25,2.5,6.25,6.25,6.25,2.5,2.5,3.45,2.5,7.22,2.5,2.5,6.25
sorrow,shame,3.5,6.67,6.5,6.25,6.32,6.75,6.75,6.25,6.25,4.5,6.45,6.25,6.45,6.25,3.5
administration,management,8.88,9.25,9.2,9.5,8.88,8.75,8.67,8.75,9.5,8.75,8.75,9.5,8.75,9.5,8.75
communication,conversation,8.9,9.5,9.5,9.25,8.75,9.5,8.75,8.88,8.5,8.75,9.5,8.75,9.5,8.75,8.75
pollution,atmosphere,8.67,6.75,8.75,7.25,7.89,7.65,7.45,7.35,7.83,6.5,7.89,7.67,7.65,7.85,7.5
