word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
boy,soldier,2.5,3.75,2.0,2.0,2.0,4.0,4.0,1.8,3.0,3.0,2.0,3.0,3.0,2.5,2.0
belly,abdomen,8.5,9.0,9.5,8.9,7.5,10.0,9.3,9.5,9.5,9.0,8.5,9.0,8.3,8.5,9.5
guy,girl,4.5,4.25,3.5,4.5,4.0,2.5,3.0,2.0,2.3,6.0,4.0,4.5,6.0,2.5,2.7
bed,chair,5.3,3.25,6.0,4.5,4.5,3.5,2.5,5.0,5.0,4.5,5.5,3.5,4.5,4.7,5.5
clothes,jacket,8.7,7.5,8.5,8.75,8.5,8.0,8.0,8.5,7.5,8.0,8.5,8.0,7.5,8.0,9.0
gun,knife,5.0,5.0,4.5,5.5,6.5,3.0,5.0,5.0,3.5,2.75,4.75,4.0,3.25,6.5,5.5
tin,metal,7.5,9.5,8.0,9.0,9.0,9.5,8.5,9.0,8.5,9.5,9.5,8.5,9.0,8.5,9.0
bottle,container,8.0,8.25,8.0,8.0,8.5,8.5,8.5,7.5,8.5,8.5,8.0,8.5,8.0,8.0,8.0
hen,turkey,8.0,6.5,5.2,5.5,7.52,7.5,6.5,7.5,7.5,7.5,7.5,4.0,6.5,7.5,4.5
meat,bread,3.0,3.0,2.5,3.5,2.5,3.0,2.0,4.5,3.0,2.5,2.5,2.5,3.0,4.0,4.5
arm,bone,3.0,5.5,4.0,6.5,4.5,3.0,1.5,2.5,3.5,5.5,3.5,4.0,3.0,3.5,3.5
neck,spine,8.5,7.5,7.5,7.5,7.2,5.0,7.5,8.0,6.5,7.25,7.5,7.5,7.25,7.0,7.5
apple,lemon,3.75,5.5,6.0,7.5,4.5,5.0,6.5,7.0,6.5,4.5,4.5,6.0,4.5,4.5,6.0
agony,grief,7.0,7.0,6.5,5.5,7.5,7.5,7.7,8.0,7.5,7.2,5.8,6.5,5.5,7.5,5.5
assignment,task,8.5,8.75,8.5,8.5,8.5,8.75,8.5,8.5,8.75,8.5,8.4,8.75,8.5,8.5,8.5
dinner,soup,6.0,4.0,6.5,6.5,5.5,4.5,4.5,6.0,6.5,5.3,5.0,6.0,6.5,5.5,4.5
calf,bull,4.0,5.5,3.2,7.5,4.5,5.5,6.5,4.0,6.5,6.0,4.5,4.2,3.0,6.5,4.5
snow,storm,6.0,5.5,5.2,4.5,5.85,8.0,7.5,5.0,5.33,3.0,7.25,5.25,4.5,6.75,6.0
nail,hand,3.5,2.5,3.5,4.0,4.3,3.5,4.0,3.5,4.0,4.0,3.0,2.5,3.0,4.5,4.2
dog,horse,4.5,5.0,3.5,6.75,5.5,5.0,5.5,5.0,6.0,7.5,5.5,6.0,4.25,6.0,6.25
arm,neck,4.0,3.5,4.5,2.0,4.5,2.0,2.5,3.0,3.0,5.0,3.5,3.0,3.0,3.3,1.5
ball,glove,3.0,2.5,1.0,3.8,3.0,2.5,2.0,3.5,3.5,3.5,3.5,2.5,1.5,3.0,3.0
flu,fever,6.5,5.5,6.25,5.5,7.5,3.5,6.0,7.25,7.25,7.5,6.5,7.5,6.25,7.5,4.5
fee,salary,4.75,6.5,4.0,4.5,3.0,3.25,6.3,5.0,4.0,5.25,3.0,3.5,4.5,5.75,4.5
nerve,brain,5.5,7.5,5.5,6.5,4.75,6.5,4.5,3.0,4.5,5.0,6.5,6.33,6.5,4.2,4.5
dinner,chicken,4.35,3.5,3.5,6.5,2.5,4.0,4.2,3.0,5.75,5.0,4.25,7.0,4.0,4.5,4.5
girl,maid,4.2,4.5,4.5,2.25,3.2,3.5,3.5,4.5,3.5,4.25,3.5,2.75,3.8,2.5,4.5
child,boy,8.5,8.5,8.5,8.5,8.75,8.5,7.0,9.0,8.0,6.0,9.0,8.5,8.5,8.25,8.75
alcohol,wine,8.0,8.0,9.5,8.5,7.5,7.5,7.0,7.5,8.0,8.0,7.5,8.5,7.5,6.5,7.5
