word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
gelukkig,vrolijk,7.69,7.94,6.78,7.69,6.88,7.14,7.48,6.87,8.25,8.27,7.56,7.84,5.81,5.78,7.5
hard,stoer,4.31,6.04,5.3,5.08,5.43,6.0,6.05,3.75,4.04,7.36,6.38,6.12,4.23,5.04,7.5
snel,razendsnel,8.77,8.3,7.93,9.84,9.42,9.0,8.84,8.5,9.52,9.09,8.24,8.82,8.93,8.42,9.5
gelukkig,blij,6.62,7.43,7.81,6.73,8.43,7.14,8.02,6.07,8.68,7.64,7.16,6.76,8.68,7.73,8.5
kort,lang,2.31,4.32,4.98,5.22,2.38,3.13,4.47,3.8,2.08,4.09,0.24,5.18,5.72,3.0,4.0
dom,stom,6.46,3.56,7.08,6.77,5.84,7.5,5.16,4.67,5.16,6.73,6.88,6.53,6.64,5.0,7.5
vreemd,eigenaardig,8.77,8.14,7.99,7.99,9.41,8.75,8.08,8.04,8.25,9.09,8.93,9.16,9.38,9.35,9.0
breed,smal,1.15,4.73,4.26,5.36,3.52,1.88,3.71,3.75,2.08,2.64,2.93,6.47,4.73,1.1,2.0
makkelijk,moeilijk,1.46,2.96,3.33,3.73,3.14,2.38,2.64,3.65,4.95,3.0,2.91,4.08,2.5,3.0,1.5
moeilijk,gemakkelijk,7.15,5.31,6.33,5.16,8.07,6.25,3.82,8.15,4.95,5.18,6.07,4.08,4.82,4.28,6.5
slim,dom,2.54,2.88,3.56,2.7,1.91,2.75,3.1,3.45,3.1,2.73,5.28,2.03,2.95,2.96,3.0
krankzinnig,gek,9.23,8.47,8.27,8.69,8.36,9.0,8.59,7.8,8.95,8.73,9.44,8.48,9.35,9.89,9.5
gelukkig,kwaad,3.38,2.71,2.18,3.22,1.62,1.25,3.39,2.88,2.6,2.64,2.81,4.02,2.33,1.64,1.5
uitgebreid,groot,5.0,7.85,5.47,7.89,6.69,6.0,7.26,3.86,6.84,6.64,2.83,6.35,5.33,6.25,6.5
moeilijk,simpel,6.62,5.04,5.22,5.63,6.46,3.63,2.61,6.03,4.67,3.82,5.51,7.07,4.36,3.6,6.0
nieuw,vers,3.08,4.24,5.75,3.57,6.94,5.63,7.1,3.32,4.52,4.82,2.02,4.73,3.65,4.23,7.0
scherp,saai,3.46,1.96,3.88,2.15,1.21,2.75,3.71,1.91,2.08,2.0,1.86,2.57,2.45,1.56,2.5
vlug,snel,9.23,7.95,8.32,8.84,7.26,8.75,8.08,8.84,7.04,7.73,8.29,8.35,7.84,6.48,9.0
dom,dwaas,7.31,6.28,7.67,7.21,6.76,6.5,6.28,7.92,5.16,8.0,6.47,8.24,6.06,3.5,7.0
prachtig,fantastisch,8.08,8.2,8.63,7.65,9.39,8.25,9.42,8.54,7.94,8.91,7.93,8.46,9.11,8.17,9.0
eigenaardig,vreemd,8.77,8.15,7.99,8.73,9.41,8.75,8.08,9.44,8.25,9.82,9.44,9.16,9.38,9.86,10.0
gelukkig,boos,3.85,2.97,3.1,2.69,1.23,2.38,3.26,3.05,2.6,2.45,1.87,3.96,1.93,1.98,2.0
smal,breed,1.15,5.05,4.26,5.36,3.52,2.5,4.84,3.75,2.08,2.45,2.93,6.47,4.73,1.1,2.0
eenvoudig,gemakkelijk,9.23,7.11,7.13,7.24,7.82,8.13,7.06,6.5,7.46,8.91,7.52,7.95,8.6,7.48,8.0
oud,vers,3.08,3.45,2.27,3.19,2.5,2.63,4.05,3.32,3.98,2.91,1.9,2.36,1.72,2.01,4.0
kennelijk,duidelijk,5.0,4.44,7.72,6.4,5.11,3.25,6.26,2.08,3.55,4.18,4.9,6.94,6.31,4.2,6.0
betaalbaar,goedkoop,8.08,8.75,8.36,9.0,9.42,9.0,9.61,10.0,9.14,8.18,8.81,5.53,8.81,8.05,9.0
leuk,grootmoedig,3.85,2.54,3.27,2.82,2.42,1.75,6.0,0.88,2.08,3.36,1.28,2.1,3.99,1.78,1.5
raar,vreemd,9.23,7.69,7.99,7.75,7.98,8.75,7.97,6.63,6.8,6.82,9.2,8.79,7.07,8.82,7.5
vreemd,normaal,3.02,2.33,2.15,1.14,2.1,2.27,2.17,1.5,1.56,1.07,1.19,2.07,2.52,2.71,2.71
slecht,immoreel,8.37,6.0,7.73,7.37,3.88,5.5,6.65,5.5,5.27,7.59,4.57,5.65,7.41,7.97,7.29
verdrietig,grappig,2.51,1.0,1.55,2.32,1.57,1.5,1.54,1.0,1.75,1.46,1.46,2.72,1.12,1.22,1.71
prachtig,geweldig,8.67,9.5,8.96,7.74,6.59,8.75,8.82,8.5,9.09,8.91,8.59,7.96,8.79,8.97,9.29
schuldig,beschaamd,8.07,7.67,5.83,6.36,3.94,6.0,7.05,4.5,6.02,6.12,4.83,4.53,6.53,4.52,6.88
mooi,prachtig,8.51,7.5,8.42,8.89,6.91,8.5,7.29,7.5,8.72,8.35,7.76,7.64,7.94,8.75,8.5
zelfverzekerd,zeker,7.26,6.0,6.16,5.93,5.42,6.75,6.87,7.5,6.96,6.63,7.23,6.58,7.89,7.56,7.5
dom,onderontwikkeld,4.34,3.35,2.21,2.17,4.5,3.19,3.5,4.36,2.55,3.06,3.26,4.88,3.39,4.71,6.52
groot,flexibel,3.21,2.5,2.52,3.45,3.42,3.75,3.97,1.0,2.58,1.5,4.34,3.67,2.0,3.09,4.46
aardig,wreed,1.96,1.0,1.06,3.35,1.14,1.0,1.35,1.5,2.75,1.36,2.06,1.49,1.02,1.06,2.21
ongeduldig,nerveus,6.36,2.33,5.23,3.37,3.34,3.0,3.76,2.5,3.5,4.09,3.54,5.15,5.0,3.08,6.21
groot,breed,5.35,4.0,4.07,4.52,4.6,4.5,5.19,2.0,4.0,5.61,4.05,6.34,5.81,5.04,5.21
sterk,trots,6.1,2.0,4.78,4.04,4.5,3.5,5.68,1.0,3.76,3.85,5.89,3.33,5.47,5.34,6.38
onnodig,noodzakelijk,6.38,4.0,1.99,2.0,2.16,2.75,4.53,2.5,2.51,1.13,1.57,3.5,4.95,3.61,3.58
onrustig,jong,3.36,1.0,1.27,1.61,1.89,1.0,1.19,1.0,1.5,1.14,1.63,1.92,1.29,1.14,1.58
dom,intelligent,3.15,5.0,3.94,3.86,3.7,4.5,3.23,4.5,1.94,5.47,5.81,3.11,5.71,6.14,3.92
slecht,geweldig,4.49,3.5,3.2,5.76,5.01,1.25,3.86,2.0,1.92,1.46,2.75,4.29,5.71,1.44,6.08
moeilijk,eenvoudig,6.49,6.0,4.32,4.38,3.29,2.25,6.33,3.5,2.56,7.02,2.83,2.79,4.22,6.26,4.25
noodzakelijk,belangrijk,8.19,7.0,7.7,5.61,5.47,6.5,7.71,5.0,4.58,6.39,5.74,6.61,8.21,7.63,6.88
slecht,verschrikkelijk,6.36,6.0,6.71,7.29,4.36,3.0,5.88,6.0,4.25,6.31,4.34,4.51,5.0,6.23,7.63
boos,blij,4.18,2.0,4.09,1.42,2.23,1.5,3.15,2.0,1.66,2.6,2.43,2.29,2.48,1.56,3.25
eerlijk,schuldig,7.69,2.0,4.2,5.98,3.92,3.5,2.99,2.0,2.73,5.23,4.03,3.55,4.0,2.72,3.71
makkelijk,zwaar,4.34,1.0,1.43,3.86,2.94,2.5,2.12,1.0,1.73,2.39,3.19,1.92,1.0,1.38,3.67
